Root_ID	Top_in_out_region	Verified_NT_type
720575941459045958	ICL.MB_ML	acetylcholine
720575941459053638	MB_CA.MB_VL	acetylcholine
720575941459061663	ME.LO	acetylcholine
720575941459077702	LH.NO_CONS	acetylcholine
720575941459083935	FB	glutamate
720575941459090079	AMNP.T2_MESONM	gaba
720575941459093459	LTCT.INTTCT	acetylcholine
720575941459099844	HTCT.NTCT	acetylcholine
720575941459113683	T1_PRONM	gaba
720575941459116102	MB_CA	acetylcholine
720575941459127622	AMMC.PLP	gaba
720575941459151556	T1_PRONM	gaba
720575941459154416	LOP.PLP	acetylcholine
720575941459157151	NTCT.HTCT	acetylcholine
720575941459157830	SLP.LH	gaba
720575941459177939	ME	acetylcholine
720575941459185222	MB_CA.MB_ML	acetylcholine
720575941459188691	ME	acetylcholine
720575941459192223	LOP.PVLP	acetylcholine
720575941459195091	ME	acetylcholine
720575941459208915	LO.LOP	acetylcholine
720575941459209427	ME.LOP	acetylcholine
720575941459210707	ME.LOP	acetylcholine
720575941459210963	LO.LOP	acetylcholine
720575941459216624	ME	gaba_nitric_oxide
720575941459218131	LO.LOP	acetylcholine
720575941459218672	NO_CONS.ME	gaba_nitric_oxide
720575941459219667	LO.LOP	acetylcholine
720575941459230192	LO	glutamate
720575941459240262	ME	acetylcholine
720575941459244755	ME	gaba
720575941459246291	LOP	glutamate
720575941459246788	FB	acetylcholine_serotonin
720575941459257043	LO.LOP	acetylcholine
720575941459258694	LOP.ME	glutamate
720575941459258835	ME.LOP	acetylcholine
720575941459262419	ME	glutamate
720575941459263046	ME	acetylcholine
720575941459263955	ME	glutamate
720575941459268819	ME.LO	glutamate
720575941459270611	ME	glutamate
720575941459272863	FB	acetylcholine
720575941459278291	ME	glutamate
720575941459279315	ME.LOP	acetylcholine
720575941459302470	ME	acetylcholine
720575941459310751	AL.LH	gaba
720575941459313478	T1_PRONM	acetylcholine
720575941459313990	HTCT	acetylcholine
720575941459314246	T3_METANM	acetylcholine
720575941459316383	AL.LH	gaba
720575941459323376	LOP.PVLP	acetylcholine
720575941459323551	FB	glutamate
720575941459324063	SAD	gaba
720575941459339679	ME	glutamate
720575941459339987	ME	acetylcholine
720575941459342751	AL	acetylcholine
720575941459354015	AL	acetylcholine
720575941459358931	LOP.LO	acetylcholine
720575941459359728	T3_METANM	gaba
720575941459364767	AL	acetylcholine
720575941459376595	ME	acetylcholine_dopamine_nitric_oxide
720575941459385414	MB_CA.MB_PED	acetylcholine
720575941459386067	ME	acetylcholine
720575941459391302	LO	glutamate
720575941459413971	ME.LOP	acetylcholine
720575941459420486	ME	glutamate
720575941459422623	T2_MESONM	glutamate
720575941459423187	LO.LOP	acetylcholine
720575941459426003	ME.LOP	acetylcholine
720575941459442064	T2_MESONM	acetylcholine
720575941459446995	LOP.PLP	acetylcholine
720575941459456708	LO.PVLP	acetylcholine
720575941459467219	ME.LOP	acetylcholine
720575941459468228	EB	gaba
720575941459472339	LO.LOP	acetylcholine
720575941459485766	ME	acetylcholine
720575941459489747	ME.LO	acetylcholine
720575941459497171	ME.LO	acetylcholine
720575941459503827	LOP	glutamate
720575941459514512	HTCT.INTTCT	gaba
720575941459521680	T2_MESONM	gaba
720575941459522192	HTCT	gaba
720575941459542416	T2_MESONM	acetylcholine
720575941459550864	T1_PRONM	acetylcholine
720575941459555472	T2_MESONM	acetylcholine
720575941459558800	T2_MESONM	acetylcholine
720575941459559824	LTCT.INTTCT	acetylcholine
720575941459562128	HTCT	acetylcholine
720575941459572435	ME.UNASSIGNED	gaba_nitric_oxide
720575941459573062	ME	acetylcholine
720575941459574854	ME	glutamate
720575941459584070	ME.LO	acetylcholine
720575941459586500	ME	acetylcholine
720575941459591568	WTCT	gaba
720575941459594640	WTCT	acetylcholine
720575941459594948	T3_METANM	gaba
720575941459595664	T2_MESONM	gaba
720575941459596614	MB_CA.MB_PED	acetylcholine
720575941459597894	MB_CA	acetylcholine
720575941459606342	ME	acetylcholine
720575941459610768	LTCT	gaba
720575941459612742	ME	glutamate
720575941459616070	ME	gaba_nitric_oxide
720575941459617862	ME	glutamate
720575941459622288	NTCT.HTCT	acetylcholine
720575941459624262	ME	acetylcholine_dopamine_nitric_oxide
720575941459632595	ME	acetylcholine
720575941459634758	ME	acetylcholine
720575941459635014	ME.LO	acetylcholine
720575941459636038	ME	gaba_nitric_oxide
720575941459640464	ANM	acetylcholine
720575941459643462	ME.LOP	acetylcholine
720575941459644063	LOP.SPS	acetylcholine
720575941459646278	ME	glutamate
720575941459646623	LOP.IPS	acetylcholine
720575941459646916	LO	gaba
720575941459650960	T3_METANM	gaba
720575941459655568	T3_METANM	gaba
720575941459664580	MB_CA.MB_VL	acetylcholine
720575941459672479	T3_METANM	gaba
720575941459677510	ME	gaba
720575941459695812	ME	gaba_nitric_oxide
720575941459696068	ME	acetylcholine
720575941459708742	ME	glutamate
720575941459712196	T3_METANM	gaba
720575941459720518	ME	gaba
720575941459725267	ME	acetylcholine
720575941459726276	ME.LOP	acetylcholine
720575941459726291	ME	acetylcholine
720575941459730131	T2_MESONM	acetylcholine
720575941459733203	ME	gaba
720575941459736787	ME.LO	acetylcholine
720575941459740115	ME	acetylcholine
720575941459748051	ME.LOP	acetylcholine
720575941459750852	ME	gaba_nitric_oxide
720575941459751108	ME.LOP	acetylcholine
720575941459751620	LO.LOP	acetylcholine
720575941459751891	ME	glutamate
720575941459759812	ME.LO	acetylcholine
720575941459760068	ME.LOP	acetylcholine
720575941459762372	ME.LOP	acetylcholine
720575941459765188	LO.LOP	acetylcholine
720575941459770052	ME.LO	acetylcholine
720575941459770564	ME.LOP	acetylcholine
720575941459776964	ME.LOP	acetylcholine
720575941459784403	ME.LO	acetylcholine
720575941459786963	ME.LOP	acetylcholine
720575941459790291	NO_CONS	gaba
720575941459791827	ME	acetylcholine
720575941459792851	ME.LOP	acetylcholine
720575941459793875	LO.LOP	acetylcholine
720575941459799748	LO.LOP	acetylcholine
720575941459800787	ME.LO	acetylcholine
720575941459801796	ME.LOP	acetylcholine
720575941459803347	ME.LO	acetylcholine
720575941459808723	ME	gaba_nitric_oxide
720575941459810515	ME	acetylcholine
720575941459813331	NO_CONS.LO	acetylcholine
720575941459814611	ME.LO	acetylcholine
720575941459836230	AL	gaba
720575941459838404	ME.LOP	acetylcholine
720575941459850707	T1_MVAC.AVLP	acetylcholine
720575941459855686	ME	gaba
720575941459865043	ME	glutamate
720575941459870278	AMNP.HTCT	gaba
720575941459876051	LO.LOP	acetylcholine
720575941459876307	ME.LO	acetylcholine
720575941459880147	ME.LO	acetylcholine
720575941459883846	WTCT	gaba
720575941459895366	T3_METANM	acetylcholine
720575941459896390	T3_METANM.AMNP	gaba
720575941459898564	ME	glutamate
720575941459899206	ME	gaba_nitric_oxide
720575941459902608	IPS	gaba
720575941459906630	WTCT	acetylcholine
720575941459914707	ME.LO	acetylcholine
720575941459915731	ME	glutamate
720575941459917011	ME.LO	acetylcholine
720575941459919430	AL	acetylcholine
720575941459921619	AL	acetylcholine
720575941459923396	ME.LOP	acetylcholine
720575941459925318	T3_METANM.NTCT	acetylcholine
720575941459926086	NTCT.HTCT	acetylcholine
720575941459926212	ME.LO	acetylcholine
720575941459926342	HTCT	acetylcholine
720575941459926724	LO.LOP	acetylcholine
720575941459927366	LOP	acetylcholine
720575941459927492	ME.LOP	acetylcholine
720575941459928134	T3_METANM	acetylcholine
720575941459929796	LO.LOP	acetylcholine
720575941459936070	LTCT.AVLP	acetylcholine
720575941459938244	ME	glutamate
720575941459944644	LO.LOP	acetylcholine
720575941459945412	ME.LOP	acetylcholine
720575941459968723	ME.LOP	acetylcholine
720575941459977171	LO.LOP	acetylcholine
720575941459978707	ME	gaba_nitric_oxide
720575941459979731	ME	gaba_nitric_oxide
720575941459993043	ME.LO	acetylcholine
720575941459994694	ME	acetylcholine
720575941460000467	LO.LOP	acetylcholine
720575941460027603	ME.LOP	acetylcholine
720575941460045779	ME	glutamate
720575941460048083	ME.LOP	acetylcholine
720575941460048580	LO	glutamate
720575941460050643	HTCT	gaba
720575941460051270	EB.PB	acetylcholine
720575941460068036	ME	acetylcholine
720575941460072147	FB	acetylcholine
720575941460075078	AL.MB_CA	acetylcholine
720575941460086995	UNASSIGNED.NO_CONS	octopamine
720575941460087251	HTCT.IPS	acetylcholine
720575941460096708	T2_MESONM	gaba
720575941460102340	T2_MVAC.AVLP	acetylcholine
720575941460106963	T1_PRONM	acetylcholine
720575941460114884	T2_MVAC	acetylcholine
720575941460124486	MB_CA.MB_PED	acetylcholine
720575941460129988	ME	acetylcholine
720575941460141638	SLP.SMP	acetylcholine
720575941460150995	EB	gaba
720575941460153488	LO.PVLP	acetylcholine
720575941460163539	HTCT	acetylcholine
720575941460163910	AL	acetylcholine
720575941460170195	T3_METANM	gaba
720575941460172996	MB_CA.MB_ML	acetylcholine
720575941460175942	LH	gaba
720575941460195780	LTCT	acetylcholine
720575941460200256	T3_MVAC	acetylcholine
720575941460212676	ME.NO_CONS	gaba_nitric_oxide
720575941460218579	MB_CA.MB_ML	acetylcholine
720575941460225168	WTCT	glutamate
720575941460225936	NTCT.WTCT	gaba
720575941460226886	LOP.LO	acetylcholine
720575941460227012	ME.LO	acetylcholine
720575941460231891	T3_METANM	gaba
720575941460232147	T2_MESONM	glutamate
720575941460234896	T2_MESONM	glutamate
720575941460235152	WTCT	acetylcholine
720575941460235716	ME	acetylcholine
720575941460238276	ME	glutamate
720575941460258515	LTCT.T1_PRONM	gaba
720575941460274116	T3_METANM	acetylcholine
720575941460284115	MB_CA.MB_ML	acetylcholine
720575941460286404	ME	glutamate
720575941460287443	MB_CA.MB_VL	acetylcholine
720575941460288196	ME	gaba_nitric_oxide
720575941460298707	T3_METANM	acetylcholine
720575941460305348	ME	gaba_nitric_oxide
720575941460309444	ME	gaba_nitric_oxide
720575941460314564	LO.LOP	acetylcholine
720575941460315792	ME	acetylcholine
720575941460319940	UNASSIGNED.ME	gaba_nitric_oxide
720575941460326852	ME.LO	acetylcholine
720575941460328592	MB_CA.MB_VL	acetylcholine
720575941460336784	ME	gaba
720575941460347536	ME.LOP	acetylcholine
720575941460349072	LO.LOP	acetylcholine
720575941460352838	NO_CONS.ME	gaba_nitric_oxide
720575941460355472	ME	glutamate
720575941460360080	ME.LOP	acetylcholine
720575941460361412	LO.LOP	acetylcholine
720575941460362896	ME.LOP	acetylcholine
720575941460371667	MB_CA.MB_ML	acetylcholine
720575941460377744	ME	acetylcholine
720575941460377796	ME	glutamate
720575941460384211	SCL.MB_PED	acetylcholine
720575941460388496	LO.LOP	acetylcholine
720575941460395920	ME.LOP	acetylcholine
720575941460415632	ME.LOP	acetylcholine
720575941460417680	ME	gaba
720575941460420752	ME.LOP	acetylcholine
720575941460423056	LO.LOP	acetylcholine
720575941460424659	PLP.MB_ML	acetylcholine
720575941460426640	LO.LOP	acetylcholine
720575941460426948	ME	acetylcholine
720575941460432016	PLP	gaba
720575941460437830	MB_CA.NO_CONS	acetylcholine
720575941460444560	ME	acetylcholine
720575941460447684	LO.LOP	acetylcholine
720575941460449424	ME	acetylcholine
720575941460452804	ME.LOP	acetylcholine
720575941460453060	ME.LOP	acetylcholine
720575941460454288	ME	acetylcholine
720575941460458896	ME	gaba
720575941460459204	ME.LO	acetylcholine
720575941460468880	LO.LOP	acetylcholine
720575941460473744	ME	acetylcholine
720575941460500676	LOP	acetylcholine
720575941460504208	ME	gaba_nitric_oxide
720575941460509124	ME.LOP	acetylcholine
720575941460509651	LOP.PVLP	acetylcholine
720575941460510404	ME	acetylcholine
720575941460510660	NO_CONS	gaba
720575941460511684	ME	acetylcholine
720575941460512196	ME.LO	acetylcholine
720575941460514756	ME	gaba
720575941460515012	ME.LO	acetylcholine
720575941460516678	AL	acetylcholine
720575941460517572	ME.LO	acetylcholine
720575941460526150	LO	gaba
720575941460534995	ME.LO	acetylcholine
720575941460539792	ME	acetylcholine
720575941460544708	ME	acetylcholine
720575941460545936	ME	acetylcholine
720575941460554896	ME	gaba
720575941460568464	ME.LOP	acetylcholine
720575941460569028	ME.LO	acetylcholine
720575941460571536	ME.LOP	acetylcholine
720575941460571588	WTCT.HTCT	gaba
720575941460581331	MB_CA.MB_VL	acetylcholine
720575941460582288	SAD.AMMC	gaba
720575941460583123	ME	acetylcholine
720575941460595856	ME.LO	acetylcholine
720575941460598160	ME.LOP	acetylcholine
720575941460599696	ME	acetylcholine
720575941460601414	ME	glutamate
720575941460605907	ME	acetylcholine
720575941460640723	ME	acetylcholine
720575941460642960	ME	gaba_nitric_oxide
720575941460643216	ME	acetylcholine
720575941460652944	ME	glutamate
720575941460669072	ME.LOP	acetylcholine
720575941460670163	ME.NO_CONS	acetylcholine
720575941460670352	ME.LO	acetylcholine
720575941460671888	LO.LOP	acetylcholine
720575941460676496	ME	glutamate
720575941460687248	ME	gaba_nitric_oxide
720575941460687504	LO.LOP	acetylcholine
720575941460696464	ME.LOP	acetylcholine
720575941460696531	LH	acetylcholine
720575941460701965	HTCT.INTTCT	acetylcholine
720575941460702096	ME.LOP	acetylcholine
720575941460702352	ME	glutamate
720575941460703245	T1_PRONM	glutamate
720575941460711635	ME	gaba
720575941460714180	T3_METANM.T1_PRONM	acetylcholine
720575941460715920	ME	gaba_nitric_oxide
720575941460720784	LO.LOP	acetylcholine
720575941460725971	LOP.PLP	acetylcholine
720575941460729488	ME.LOP	acetylcholine
720575941460730579	ME.NO_CONS	acetylcholine
720575941460741587	ME	glutamate
720575941460744900	AL	acetylcholine
720575941460765328	UNASSIGNED	acetylcholine
720575941460773060	AL	acetylcholine
720575941460776388	AL	acetylcholine
720575941460784851	ME	glutamate
720575941460814803	ME.LOP	acetylcholine
720575941460827859	LO.LOP	acetylcholine
720575941460828612	ME	acetylcholine
720575941460831428	AL.LH	gaba
720575941460832467	ME	acetylcholine
720575941460839123	ME	acetylcholine
720575941460840659	ME	acetylcholine
720575941460847812	MB_CA.CRE	acetylcholine
720575941460850957	T1_MVAC	acetylcholine
720575941460852947	MB_CA.MB_PED	acetylcholine
720575941460857232	T3_METANM	acetylcholine
720575941460859859	MB_CA.NO_CONS	acetylcholine
720575941460871891	MB_CA.NO_CONS	acetylcholine
720575941460882445	LOP.LO	acetylcholine
720575941460885005	HTCT	gaba
720575941460890893	T1_PRONM	acetylcholine
720575941460891603	ME	glutamate
720575941460893139	MB_CA.MB_VL	acetylcholine
720575941460896269	T3_METANM	gaba
720575941460897988	MB_CA.MB_ML	acetylcholine
720575941460902413	T1_PRONM	glutamate
720575941460913165	T2_MESONM.T3_METANM	acetylcholine
720575941460915923	ME.LO	acetylcholine
720575941460927172	AL.LH	gaba
720575941460930003	ME.LO	acetylcholine
720575941460934544	ME	glutamate
720575941460943059	HTCT	gaba
720575941460957651	T1_PRONM	acetylcholine
720575941460968592	ME	acetylcholine_dopamine_nitric_oxide
720575941460968659	ME.LO	acetylcholine
720575941460983952	T3_METANM	acetylcholine
720575941460993037	T2_MESONM	gaba
720575941461001924	AL	acetylcholine
720575941461004944	ME.NO_CONS	gaba_nitric_oxide
720575941461005508	MB_VL.NO_CONS	acetylcholine
720575941461011908	ME.LO	acetylcholine
720575941461014416	AL	acetylcholine
720575941461022675	ME.LOP	acetylcholine
720575941461029264	ME	glutamate
720575941461035664	ME	acetylcholine
720575941461046739	ME	glutamate
720575941461049811	ME	acetylcholine
720575941461054163	ME	acetylcholine
720575941461065997	T2_MESONM	glutamate
720575941461067408	LO.LOP	acetylcholine
720575941461071117	T1_PRONM	acetylcholine
720575941461077971	ME	acetylcholine
720575941461081101	T1_MVAC	acetylcholine
720575941461082381	INTTCT	gaba
720575941461086989	T1_PRONM	acetylcholine
720575941461091472	ME	gaba_nitric_oxide
720575941461094084	AL.LH	gaba
720575941461107981	T2_MESONM	gaba
720575941461108749	INTTCT.T2_MESONM	gaba
720575941461112516	LOP.ME	glutamate
720575941461116941	T1_PRONM	gaba
720575941461119245	T1_PRONM.NO_CONS	glutamate
720575941461122771	ME	acetylcholine
720575941461123341	T1_PRONM	acetylcholine
720575941461151684	ME	glutamate
720575941461155268	ME.LO	acetylcholine
720575941461163664	ME.LOP	acetylcholine
720575941461167827	ME	glutamate
720575941461189828	ME	glutamate
720575941461205392	NTCT	gaba
720575941461212883	T1_PRONM	acetylcholine
720575941461213636	ME	gaba
720575941461215172	ME	acetylcholine
720575941461221075	AMNP	acetylcholine
720575941461221587	T2_MESONM	gaba
720575941461222867	T2_MESONM.ANM	gaba
720575941461223312	T1_PRONM	gaba
720575941461223379	T3_METANM.T2_MESONM	acetylcholine
720575941461224147	T3_METANM	gaba
720575941461224644	ME	acetylcholine_dopamine_nitric_oxide
720575941461227152	NTCT.HTCT	glutamate
720575941461227664	WTCT.HTCT	gaba
720575941461232083	T3_METANM	acetylcholine
720575941461234131	T3_METANM.VES	acetylcholine
720575941461235088	T2_MESONM.INTTCT	acetylcholine
720575941461237459	T1_PRONM	acetylcholine
720575941461240019	WTCT	gaba
720575941461242820	ME	gaba_nitric_oxide
720575941461243859	T2_MESONM	acetylcholine
720575941461246931	NTCT.HTCT	gaba
720575941461248211	T3_METANM	glutamate
720575941461249747	T1_PRONM	gaba
720575941461250259	MB_CA.MB_VL	acetylcholine
720575941461253075	INTTCT	gaba
720575941461256147	LTCT	gaba
720575941461296016	T2_MESONM	acetylcholine
720575941461297296	T2_MESONM.LTCT	acetylcholine
720575941461310096	HTCT	glutamate
720575941461341892	ME.LO	acetylcholine
720575941461343172	ME	acetylcholine
720575941461343443	FB	glutamate
720575941461344452	LOP.PLP	acetylcholine
720575941461351108	ME	glutamate
720575941461351620	ME	acetylcholine
720575941461354948	ME	acetylcholine
720575941461355475	LOP.PLP	acetylcholine
720575941461359248	T1_PRONM	acetylcholine
720575941461360851	MB_ML.CRE	dopamine
720575941461364691	MB_VL.SIP	acetylcholine
720575941461366980	ME.LO	acetylcholine
720575941461368976	T3_METANM	glutamate
720575941461374608	T3_METANM.WTCT	gaba
720575941461376781	FB	acetylcholine
720575941461387021	LO	glutamate
720575941461393040	ANM	glutamate
720575941461393296	INTTCT.LTCT	acetylcholine
720575941461410515	ME	acetylcholine
720575941461418963	LH.PVLP	gaba
720575941461420484	ME	acetylcholine_dopamine_nitric_oxide
720575941461435536	MB_CA	acetylcholine
720575941461438163	ME	gaba_nitric_oxide
720575941461441805	T2_MVAC	acetylcholine
720575941461443472	MB_VL	acetylcholine
720575941461443984	MB_CA.MB_VL	acetylcholine
720575941461458576	MB_ML	acetylcholine
720575941461459856	MB_CA.MB_ML	acetylcholine
720575941461460179	MB_CA.MB_ML	acetylcholine
720575941461460368	ICL.MB_PED	acetylcholine
720575941461460880	MB_CA	acetylcholine
720575941461500627	AL.LH	gaba
720575941461521107	ME	glutamate
720575941461535187	AL	acetylcholine
720575941461545229	LO.PVLP	acetylcholine
720575941461553808	AL	acetylcholine
720575941461560720	NTCT	gaba
720575941461571984	AL	acetylcholine
720575941461605828	IPS	gaba
720575941461608848	AL	acetylcholine
720575941461624208	AL	acetylcholine
720575941461633220	T3_METANM	gaba
720575941461636804	T1_PRONM	acetylcholine
720575941461641924	T1_MVAC	acetylcholine
720575941461644740	T2_MESONM	acetylcholine
720575941461647248	MB_CA.MB_ML	acetylcholine
720575941461661892	T3_METANM	gaba
720575941461664964	T3_METANM	acetylcholine
720575941461679300	T3_METANM	acetylcholine
720575941461679315	ME.LO	acetylcholine
720575941461680653	LO	gaba
720575941461683600	MB_CA.MB_VL	acetylcholine
720575941461684932	T1_PRONM.T2_MESONM	gaba
720575941461693840	CRE.MB_ML	dopamine
720575941461698500	T1_PRONM	acetylcholine
720575941461706128	SMP.NO_CONS	dopamine
720575941461713296	MB_CA.MB_VL	acetylcholine
720575941461742035	INTTCT.LTCT	acetylcholine
720575941461783952	ME.LO	acetylcholine
720575941461784260	T1_PRONM.VES	acetylcholine
720575941461793549	HTCT.T3_METANM	glutamate
720575941461794829	T1_PRONM	glutamate
720575941461800592	ME	acetylcholine
720575941461813971	AL	acetylcholine
720575941461816787	T2_MESONM	acetylcholine
720575941461817796	LH	glutamate
720575941461833924	T1_PRONM.VES	acetylcholine
720575941461834451	T2_MESONM.AVLP	gaba
720575941461873092	AL	acetylcholine
720575941461874372	AL	acetylcholine
720575941461881028	MB_CA.MB_PED	acetylcholine
720575941461881284	LOP.IPS	acetylcholine
720575941461881488	ME	glutamate
720575941461884429	FB	acetylcholine
720575941461909700	LOP.PVLP	acetylcholine
720575941461909715	ME	glutamate
720575941461910468	AL	acetylcholine
720575941461910724	SPS.ICL	gaba
720575941461912589	ME.LOP	acetylcholine
720575941461914512	ME	acetylcholine
720575941461916685	ME.LOP	acetylcholine
720575941461919172	AL.LH	gaba
720575941461926852	AL	acetylcholine
720575941461932688	ME	acetylcholine
720575941461939213	ME	gaba_nitric_oxide
720575941461943309	LO.LOP	acetylcholine
720575941461945796	AL	glutamate
720575941461957587	T1_PRONM	acetylcholine
720575941461958157	LO.LOP	acetylcholine
720575941461958340	LTCT.GNG	acetylcholine
720575941461959379	T3_METANM	gaba
720575941461959620	AL	acetylcholine
720575941461959876	AL	acetylcholine
720575941461961485	ME.LOP	acetylcholine
720575941461964045	ME	acetylcholine
720575941461964688	ME.NO_CONS	gaba
720575941461966532	AL	acetylcholine
720575941461967629	ME.LOP	acetylcholine
720575941461969808	ME	acetylcholine_dopamine_nitric_oxide
720575941461975309	ME.LO	acetylcholine
720575941461979792	CRE.MB_ML	dopamine
720575941461982221	LO.LOP	acetylcholine
720575941461991181	ME.LOP	acetylcholine
720575941461992388	CRE.NO_CONS	dopamine
720575941461993924	ME	gaba
720575941462015888	ME	acetylcholine
720575941462017936	ME	acetylcholine
720575941462037904	ME	glutamate
720575941462045072	ME.NO_CONS	acetylcholine_nitric_oxide
720575941462054800	ME	glutamate
720575941462061581	ME	glutamate
720575941462063117	ME	gaba_nitric_oxide
720575941462064397	ME	acetylcholine
720575941462069005	LO	acetylcholine
720575941462079757	ME	acetylcholine_dopamine_nitric_oxide
720575941462088973	LO	glutamate
720575941462089997	LO.LOP	acetylcholine
720575941462090765	ME	acetylcholine
720575941462091920	ME	glutamate
720575941462092432	ME	glutamate
720575941462096528	T2_MESONM.NO_CONS	glutamate
720575941462100368	ME	acetylcholine
720575941462100493	LO.LOP	acetylcholine
720575941462103696	MB_CA.MB_VL	acetylcholine
720575941462104845	ME	acetylcholine
720575941462105869	ME	glutamate
720575941462115472	ME	gaba
720575941462124301	LO.LOP	acetylcholine
720575941462127885	LOP	glutamate
720575941462132493	LO.LOP	acetylcholine
720575941462137357	ME	gaba_nitric_oxide
720575941462142864	T3_METANM	gaba
720575941462144525	ME.LO	acetylcholine
720575941462146829	LO.LOP	acetylcholine
720575941462149008	ME	glutamate
720575941462149901	LO.LOP	acetylcholine
720575941462152388	LOP	glutamate
720575941462152592	MB_CA	acetylcholine
720575941462153485	ME.LO	acetylcholine
720575941462166160	ME	acetylcholine_dopamine_nitric_oxide
720575941462167952	ME	acetylcholine_dopamine_nitric_oxide
720575941462170256	ME.LOP	acetylcholine
720575941462180496	ME	gaba_nitric_oxide
720575941462185360	ME.LO	acetylcholine
720575941462198672	ME	gaba
720575941462208781	LO.LOP	acetylcholine
720575941462230160	ME	acetylcholine
720575941462249104	ME	acetylcholine
720575941462265796	ME	glutamate
720575941462313668	LO	acetylcholine
720575941462333072	ME	acetylcholine
720575941462355088	LO.LOP	glutamate
720575941462371085	T3_METANM	acetylcholine
720575941462372240	ME	gaba
720575941462375568	ME	gaba_nitric_oxide
720575941462375876	T2_MESONM.GNG	glutamate
720575941462405520	ME.LO	acetylcholine
720575941462414480	MB_CA.MB_ML	acetylcholine
720575941462416653	ME	glutamate
720575941462423053	ME.LO	acetylcholine
720575941462423952	HTCT.WTCT	gaba
720575941462425101	NO_CONS.ME	gaba_nitric_oxide
720575941462428429	ME	acetylcholine
720575941462430221	ME.LOP	acetylcholine
720575941462437776	MB_CA	acetylcholine
720575941462441997	LO.LOP	acetylcholine
720575941462442253	ME.LOP	acetylcholine
720575941462444176	SLP.MB_ML	acetylcholine
720575941462449808	FB	glutamate
720575941462449933	ME	glutamate
720575941462461197	LO.LOP	acetylcholine
720575941462467472	ME.LO	acetylcholine
720575941462467984	T3_METANM	gaba
720575941462468752	INTTCT.NTCT	gaba
720575941462470544	T3_METANM	gaba
720575941462476301	ME.LO	acetylcholine
720575941462476557	ME.LO	acetylcholine
720575941462479373	LO.LOP	acetylcholine
720575941462485904	ANM	glutamate
720575941462487184	T2_MESONM	acetylcholine
720575941462489488	T3_METANM	acetylcholine
720575941462490256	T1_PRONM	acetylcholine
720575941462497549	ME.LOP	acetylcholine
720575941462497680	T1_PRONM	glutamate
720575941462499216	T2_MESONM.AMNP	gaba
720575941462499853	LO.LOP	acetylcholine
720575941462501008	T3_METANM	acetylcholine
720575941462502413	LO.LOP	acetylcholine
720575941462502544	T1_PRONM.T2_MESONM	acetylcholine
720575941462515469	LO.LOP	acetylcholine
720575941462527501	ME.LOP	acetylcholine
720575941462534157	ME.LO	acetylcholine
720575941462544909	ME	acetylcholine
720575941462556429	ME.LOP	acetylcholine
720575941462579981	LO.LOP	acetylcholine
720575941462585357	LO.LOP	acetylcholine
720575941462590608	HTCT.WTCT	acetylcholine
720575941462605069	ME.LO	acetylcholine
720575941462606861	ME	gaba_nitric_oxide
720575941462617357	ME.LOP	acetylcholine
720575941462631437	LOP	acetylcholine
720575941462670736	FB	glutamate
720575941462672909	LH	gaba
720575941462683917	MB_CA.MB_PED	acetylcholine
720575941462707088	MB_ML	gaba
720575941462708237	T2_MVAC	acetylcholine
720575941462716429	T1_PRONM	gaba
720575941462723853	MB_CA	acetylcholine
720575941462735885	ME	acetylcholine
720575941462769165	MB_CA	acetylcholine
720575941462778512	AL	acetylcholine
720575941462795920	SLP.SMP	acetylcholine
720575941462812816	ME	acetylcholine
720575941462814477	AL	acetylcholine
720575941462831504	LH.CRE	gaba
720575941462851853	T2_MESONM	acetylcholine
720575941462868749	T1_MVAC	acetylcholine
720575941462908048	LO	gaba
720575941462998541	ME	glutamate
720575941463015949	ME	acetylcholine
720575941463028237	ME	glutamate
720575941463033744	PLP.NO_CONS	acetylcholine
720575941463058701	LO	gaba
720575941463065357	ME	glutamate
720575941463078413	AL	acetylcholine
720575941463126029	ME.LO	acetylcholine
720575941463127565	WED	gaba
720575941463186576	ME.LO	acetylcholine
720575941463187213	LH.SIP	gaba
720575941463193613	ME	glutamate
720575941463217421	AL	acetylcholine
720575941463217677	ME	acetylcholine
720575941463256845	ME	gaba_nitric_oxide
720575941463259405	ME	acetylcholine_dopamine_nitric_oxide
720575941463295501	AL	acetylcholine
720575941463301389	ME	glutamate
720575941463325453	T1_PRONM	gaba
720575941463352333	WTCT.HTCT	acetylcholine
720575941463354637	LOP	acetylcholine
720575941463356173	ME	acetylcholine
720575941463359501	ME.LO	acetylcholine
720575941463360525	UNASSIGNED.ME	gaba_nitric_oxide
720575941463367437	ME	gaba
720575941463377421	NO_CONS.ME	gaba_nitric_oxide
720575941463377677	ME	gaba_nitric_oxide
720575941463380749	ME.LO	acetylcholine
720575941463384845	ME.AOTU	acetylcholine
720575941463391245	ME.LO	acetylcholine
720575941463517197	ME.LO	acetylcholine
720575941463546125	T2_MESONM	gaba
720575941463569677	T2_MVAC	acetylcholine
720575941463572237	ME	acetylcholine
720575941463576333	LO	glutamate
720575941463617805	CRE.NO_CONS	dopamine
720575941463638285	T1_MVAC.T3_MVAC	acetylcholine
720575941463639821	T2_MESONM	gaba
720575941463650829	T3_METANM	gaba
720575941463655181	T3_METANM	gaba
720575941463655949	T2_MESONM	acetylcholine
720575941463704077	HTCT.INTTCT	acetylcholine
720575941463716109	LO	acetylcholine
720575941463746317	SCL	acetylcholine
