Root_ID	Top_in_out_region	Verified_NT_type
720575941542866973	T1_PRONM	gaba
720575941542873885	T2_MESONM	acetylcholine
720575941542876957	HTCT.INTTCT	acetylcholine
720575941542880517	ME	acetylcholine
720575941542882589	T2_MESONM	acetylcholine
720575941542894109	T1_PRONM	glutamate
720575941542897949	T1_PRONM	acetylcholine
720575941542900997	NTCT.HTCT	gaba
720575941542903301	ME	acetylcholine
720575941542905629	T2_MESONM	acetylcholine
720575941542907933	T2_MESONM.LTCT	acetylcholine
720575941542908189	T1_PRONM	glutamate
720575941542911261	T2_MESONM	acetylcholine
720575941542918941	HTCT.NTCT	acetylcholine
720575941542919941	ME.LO	acetylcholine
720575941542922781	T3_METANM.T2_MESONM	gaba
720575941542924829	T3_METANM	acetylcholine
720575941542944773	LO.LOP	acetylcholine
720575941542946821	ME.LOP	acetylcholine
720575941542951685	ME.LOP	acetylcholine
720575941542953477	ME.LOP	acetylcholine
720575941542957317	LO.LOP	acetylcholine
720575941542966557	MB_CA	acetylcholine
720575941542967045	ME	gaba_nitric_oxide
720575941542988805	LO.LOP	acetylcholine
720575941542990597	LO.LOP	acetylcholine
720575941542998533	LO.LOP	acetylcholine
720575941543001349	LOP	acetylcholine
720575941543004933	NO_CONS.LOP	acetylcholine
720575941543009053	AL	acetylcholine
720575941543012357	LO	acetylcholine
720575941543029277	AL	acetylcholine
720575941543038237	AMNP.T3_METANM	acetylcholine
720575941543044637	AL	acetylcholine
720575941543049989	ME.LO	acetylcholine
720575941543052037	ME.LOP	acetylcholine
720575941543052293	ME.LOP	acetylcholine
720575941543064861	AL	acetylcholine
720575941543097629	MB_CA.MB_VL	acetylcholine
720575941543106652	NTCT.GNG	acetylcholine
720575941543108956	SIP.INTTCT	acetylcholine
720575941543109917	MB_CA.MB_VL	acetylcholine
720575941543113477	ME	acetylcholine
720575941543118597	ME.LOP	acetylcholine
720575941543118877	ME	acetylcholine
720575941543120389	LOP	glutamate
720575941543126557	ME.LO	acetylcholine
720575941543130117	ME.NO_CONS	gaba_nitric_oxide
720575941543133957	ME.LOP	acetylcholine
720575941543140357	ME.LO	acetylcholine
720575941543148549	NO_CONS.T1_MVAC	acetylcholine
720575941543150085	ME	glutamate
720575941543158813	T1_PRONM	gaba
720575941543171333	ME.LOP	acetylcholine
720575941543176284	T3_METANM	gaba
720575941543178781	MB_CA.NO_CONS	acetylcholine
720575941543187717	ME	gaba_nitric_oxide
720575941543195653	LO.LOP	acetylcholine
720575941543216669	AL	acetylcholine
720575941543221533	LAL	octopamine
720575941543222301	MB_CA.MB_VL	acetylcholine
720575941543230237	AL	acetylcholine
720575941543231261	FB.PB	tyramine
720575941543234845	MB_CA.MB_ML	acetylcholine
720575941543240221	LH.SLP	acetylcholine
720575941543300381	T3_METANM	acetylcholine
720575941543311109	ME	acetylcholine
720575941543315205	WTCT	acetylcholine
720575941543316329	HTCT	gaba
720575941543318277	LO.LOP	acetylcholine
720575941543321861	ME.LO	acetylcholine
720575941543343365	ME.LO	acetylcholine
720575941543345669	ME	glutamate
720575941543361385	LO.LOP	acetylcholine
720575941543361641	ME.LOP	acetylcholine
720575941543362153	ME.LOP	acetylcholine
720575941543365225	INTTCT.T1_PRONM	gaba
720575941543381765	LO.LOP	acetylcholine
720575941543384325	ME.LOP	acetylcholine
720575941543392857	ME	acetylcholine
720575941543394309	ME.LOP	acetylcholine
720575941543397737	WTCT	gaba
720575941543408901	LO.LOP	acetylcholine
720575941543415657	LO.LOP	acetylcholine
720575941543430661	ME.LOP	acetylcholine
720575941543434172	T1_PRONM	acetylcholine
720575941543438341	LO.LOP	acetylcholine
720575941543444924	T1_PRONM	gaba
720575941543449788	T1_PRONM.T2_MESONM	acetylcholine
720575941543451241	T2_MVAC	acetylcholine
720575941543457285	LO.LOP	acetylcholine
720575941543468137	WTCT	gaba
720575941543473413	ME.LO	acetylcholine
720575941543491845	LO.LOP	acetylcholine
720575941543501061	ME.LOP	acetylcholine
720575941543510716	T1_PRONM	acetylcholine
720575941543511657	T2_MESONM	acetylcholine
720575941543512764	T2_MESONM	gaba
720575941543534085	ME	acetylcholine
720575941543534341	ME.LOP	acetylcholine
720575941543534597	LO.LOP	acetylcholine
720575941543534621	ME	acetylcholine
720575941543536901	ME.LOP	acetylcholine
720575941543543401	ME.LOP	acetylcholine
720575941543547580	ME.LOP	acetylcholine
720575941543569257	WTCT	gaba
720575941543585129	T1_PRONM	acetylcholine
720575941543585212	WTCT	gaba
720575941543586409	HTCT	acetylcholine
720575941543589381	MB_CA	acetylcholine
720575941543600100	NO_CONS.T1_MVAC	acetylcholine
720575941543600612	T1_MVAC	acetylcholine
720575941543601769	LTCT	acetylcholine
720575941543606789	UNASSIGNED.MB_VL	acetylcholine
720575941543607740	T2_MESONM	acetylcholine
720575941543620028	LTCT	gaba
720575941543621308	T2_MESONM	gaba
720575941543622917	MB_CA.MB_ML	acetylcholine
720575941543631721	T3_METANM	glutamate
720575941543633157	T1_PRONM	glutamate
720575941543634437	T2_MESONM	gaba
720575941543634949	T2_MESONM	acetylcholine
720575941543635205	T1_PRONM	acetylcholine
720575941543635461	INTTCT.T2_MESONM	acetylcholine
720575941543636741	T3_METANM	gaba
720575941543636997	T3_METANM	gaba
720575941543640252	T3_METANM	gaba
720575941543647420	WTCT	gaba
720575941543648005	WTCT	acetylcholine
720575941543649285	NTCT.UNASSIGNED	acetylcholine
720575941543650665	T2_MESONM	glutamate
720575941543651004	T1_PRONM	gaba
720575941543655173	T2_MESONM	gaba
720575941543655785	T1_PRONM.LTCT	acetylcholine
720575941543658428	T1_PRONM	gaba
720575941543661085	AL	acetylcholine
720575941543666364	T1_PRONM	acetylcholine
720575941543670121	HTCT	acetylcholine
720575941543673349	T2_MESONM	acetylcholine
720575941543674629	WTCT	gaba
720575941543676421	ME.LO	acetylcholine
720575941543687868	HTCT	glutamate
720575941543695621	MB_CA.MB_ML	acetylcholine
720575941543702277	MB_CA.MB_PED	acetylcholine
720575941543739653	T1_PRONM	gaba
720575941543751173	T1_PRONM	glutamate
720575941543787013	T2_MESONM	acetylcholine
720575941543798789	WTCT.UNASSIGNED	glutamate
720575941543812869	T1_PRONM	acetylcholine
720575941543812893	NTCT.IPS	acetylcholine
720575941543813125	INTTCT.T3_METANM	acetylcholine
720575941543825413	NTCT.INTTCT	gaba
720575941543837445	MB_VL	acetylcholine
720575941543837957	MB_CA.MB_PED	acetylcholine
720575941543840773	MB_CA	acetylcholine
720575941543849577	PB.FB	acetylcholine
720575941543852573	T2_MESONM	gaba
720575941543853853	T2_MESONM	acetylcholine
720575941543875845	AL	acetylcholine
720575941543893353	WTCT	glutamate
720575941543898044	IPS	gaba
720575941543968956	MB_CA.MB_ML	acetylcholine
720575941543981061	MB_CA	acetylcholine
720575941544010245	MB_CA.MB_ML	acetylcholine
720575941544042245	MB_CA.MB_VL	acetylcholine
720575941544043452	MB_CA.MB_ML	acetylcholine
720575941544058373	PLP.LH	gaba
720575941544062981	ME	gaba_nitric_oxide
720575941544069125	ME	acetylcholine
720575941544082949	ME.LO	acetylcholine
720575941544116668	MB_CA.MB_VL	acetylcholine
720575941544149509	T2_MVAC.T2_MESONM	gaba
720575941544157628	INTTCT.VES	acetylcholine
720575941544168709	LH	glutamate
720575941544177124	T1_MVAC	acetylcholine
720575941544192740	NO_CONS.T1_MVAC	acetylcholine
720575941544206597	ME.LO	glutamate
720575941544212412	T1_PRONM	glutamate
720575941544228101	AL	acetylcholine
720575941544233733	LOP	acetylcholine
720575941544234757	ME.UNASSIGNED	acetylcholine
720575941544238341	LO.LOP	acetylcholine
720575941544250473	T2_MESONM	gaba
720575941544252777	T2_MESONM	gaba
720575941544252933	ME.LO	acetylcholine
720575941544261225	LTCT.T3_METANM	acetylcholine
720575941544262505	T2_MESONM	glutamate
720575941544269317	AL	acetylcholine
720575941544272489	T1_PRONM.LTCT	gaba
720575941544278277	ME	glutamate
720575941544292028	FB	acetylcholine
720575941544295173	ME.LO	acetylcholine
720575941544299781	AL	acetylcholine
720575941544299964	MB_CA.MB_ML	acetylcholine
720575941544304233	FB.MB_ML	tyramine
720575941544320956	MB_PED	acetylcholine
720575941544328453	ME	acetylcholine
720575941544349189	ME	acetylcholine
720575941544366780	ME.LOP	acetylcholine
720575941544367036	ME.LOP	acetylcholine
720575941544369852	ME.LOP	acetylcholine
720575941544370876	ME.LOP	acetylcholine
720575941544371461	ME.LO	acetylcholine
720575941544373692	LO.LOP	acetylcholine
720575941544376764	ME.LOP	acetylcholine
720575941544377276	ME.LO	acetylcholine
720575941544390844	ME	acetylcholine_dopamine_nitric_oxide
720575941544402620	ME	acetylcholine
720575941544407045	ME.NO_CONS	glutamate
720575941544409788	ME.LOP	acetylcholine
720575941544424892	LO.LOP	acetylcholine
720575941544429061	ME	glutamate
720575941544432572	ME.LOP	acetylcholine
720575941544435388	ME.LO	acetylcholine
720575941544438889	ME.LOP	acetylcholine
720575941544441861	ME.LOP	acetylcholine
720575941544445033	ME	gaba
720575941544446469	SMP.NO_CONS	dopamine
720575941544449541	LO.LOP	acetylcholine
720575941544452457	ME.LOP	acetylcholine
720575941544462441	ME.LOP	acetylcholine
720575941544464645	MB_CA.MB_VL	acetylcholine
720575941544466620	NO_CONS.ME	acetylcholine_dopamine_nitric_oxide
720575941544470021	LO.LOP	acetylcholine
720575941544474985	LO.LOP	acetylcholine
720575941544476165	ME	glutamate
720575941544476777	ME.LOP	acetylcholine
720575941544480700	ME.LOP	acetylcholine
720575941544485993	ME.LOP	acetylcholine
720575941544490676	NTCT.T1_PRONM	gaba
720575941544491625	LO.LOP	acetylcholine
720575941544494953	ME.LOP	acetylcholine
720575941544496645	ME	gaba_nitric_oxide
720575941544516276	T1_PRONM	gaba
720575941544536508	ME	acetylcholine_dopamine_nitric_oxide
720575941544537268	ME.LO	acetylcholine
720575941544538729	ME	acetylcholine
720575941544539397	ME	acetylcholine
720575941544545385	ME.LO	acetylcholine
720575941544546236	ME.LOP	acetylcholine
720575941544546996	T1_PRONM	glutamate
720575941544549308	ME.LO	acetylcholine
720575941544553148	LO.LOP	acetylcholine
720575941544564156	LO.LOP	acetylcholine
720575941544564412	ME.LOP	acetylcholine
720575941544566452	T2_MESONM	gaba
720575941544567740	ME.LOP	acetylcholine
720575941544567996	LO.LOP	acetylcholine
720575941544568508	ME	acetylcholine
720575941544572604	LO	glutamate
720575941544574725	AL	acetylcholine
720575941544575420	LO.LOP	acetylcholine
720575941544576188	LO.LOP	acetylcholine
720575941544576700	ME.LOP	acetylcholine
720575941544578492	ME	gaba
720575941544580201	ME.LOP	acetylcholine
720575941544594868	T2_MESONM	gaba
720575941544597684	T2_MESONM	gaba
720575941544599228	ME.UNASSIGNED	acetylcholine
720575941544604421	ME.LO	acetylcholine
720575941544606388	WTCT	glutamate
720575941544625413	ME	acetylcholine
720575941544636084	T1_PRONM	gaba
720575941544636596	WTCT	acetylcholine
720575941544646249	ME	acetylcholine
720575941544650089	ME.LO	acetylcholine
720575941544661172	T1_PRONM	gaba
720575941544664937	ME	acetylcholine
720575941544669033	ME.UNASSIGNED	acetylcholine
720575941544674665	LO.LOP	acetylcholine
720575941544675260	ME	acetylcholine
720575941544676532	T1_PRONM	glutamate
720575941544677481	ME	gaba_nitric_oxide
720575941544688308	HTCT	gaba
720575941544692660	LTCT	gaba
720575941544692841	LO.ME	acetylcholine
720575941544694889	ME	glutamate
720575941544695476	T2_MESONM	gaba
720575941544695732	INTTCT	gaba
720575941544696756	AMNP.WTCT	gaba
720575941544698044	ME.LO	acetylcholine
720575941544701957	T1_PRONM	acetylcholine
720575941544705385	LO.LOP	acetylcholine
720575941544706053	LTCT	gaba
720575941544706996	T1_PRONM.T1_MVAC	gaba
720575941544707260	ME	glutamate
720575941544709993	LO.LOP	acetylcholine
720575941544710405	INTTCT	acetylcholine
720575941544713833	LO.LOP	acetylcholine
720575941544714345	ME.LOP	acetylcholine
720575941544715013	ANM	gaba
720575941544717417	ME	acetylcholine
720575941544718772	T3_MVAC.T3_METANM	gaba
720575941544720820	ANM	gaba
720575941544721844	HTCT.WTCT	gaba
720575941544725509	T1_PRONM.LTCT	glutamate
720575941544744965	T2_MESONM.T1_PRONM	gaba
720575941544751721	ME	glutamate
720575941544751877	T1_PRONM	acetylcholine
720575941544757609	LO.LOP	acetylcholine
720575941544759145	LO	acetylcholine
720575941544765876	FB	acetylcholine
720575941544778245	T3_METANM	gaba
720575941544778428	MB_CA.MB_PED	acetylcholine
720575941544780037	T1_PRONM	acetylcholine
720575941544781829	LOP	glutamate
720575941544833212	ME	acetylcholine
720575941544834492	ME	acetylcholine
720575941544836869	ME	glutamate
720575941544839173	ME	glutamate
720575941544842940	ME	glutamate
720575941544843964	ME	acetylcholine
720575941544851973	ME	acetylcholine_dopamine_nitric_oxide
720575941544857449	ME.LOP	acetylcholine
720575941544860092	ME.LO	acetylcholine
720575941544866236	ME.LO	acetylcholine
720575941544869225	ME.LOP	acetylcholine
720575941544869564	ME	acetylcholine
720575941544897468	ME	gaba
720575941544900869	LO.PVLP	glutamate
720575941544910853	AL	acetylcholine
720575941544912316	ME	glutamate
720575941544914793	T1_PRONM	acetylcholine
720575941544917509	LO	glutamate
720575941544925628	ME	acetylcholine
720575941544931516	ME	gaba_nitric_oxide
720575941544933564	LOP	acetylcholine
720575941544934076	ME	acetylcholine
720575941544954556	T1_PRONM	glutamate
720575941544958213	AL	acetylcholine
720575941544963333	AL	acetylcholine
720575941544968636	ME	acetylcholine
720575941544973500	T1_PRONM.T1_MVAC	gaba
720575941544975804	ANM	gaba
720575941544981436	T1_MVAC	acetylcholine
720575941545003196	ME.LO	acetylcholine
720575941545007036	ME.LO	acetylcholine
720575941545009340	ME	glutamate
720575941545020009	ME	glutamate
720575941545023420	ME	acetylcholine
720575941545024105	ME	glutamate
720575941545027260	ME	glutamate
720575941545034089	ME.LO	acetylcholine
720575941545047484	LO.NO_CONS	acetylcholine
720575941545049268	SAD	gaba
720575941545050217	ME	acetylcholine
720575941545050548	ME	glutamate
720575941545055081	ME.LOP	acetylcholine
720575941545057113	ME	acetylcholine
720575941545059004	ME	acetylcholine
720575941545067369	ME.NO_CONS	glutamate
720575941545069061	ME	glutamate
720575941545069829	ME	glutamate
720575941545070085	ME	glutamate
720575941545070341	ME.NO_CONS	gaba_nitric_oxide
720575941545072389	MB_CA.MB_ML	acetylcholine
720575941545073669	AL	acetylcholine
720575941545078533	AVLP	dopamine
720575941545080252	T1_PRONM	acetylcholine
720575941545083397	SMP.FB	glutamate
720575941545086088	INTTCT.GNG	acetylcholine
720575941545094249	LO.LOP	acetylcholine
720575941545094536	NTCT.SPS	acetylcholine
720575941545096197	ME	gaba_nitric_oxide
720575941545101673	ME	acetylcholine
720575941545105257	ME	acetylcholine
720575941545121385	ME.LOP	acetylcholine
720575941545123589	T3_METANM.GNG	acetylcholine
720575941545124232	T2_MESONM	acetylcholine
720575941545124788	SAD	gaba
720575941545125737	LOP	acetylcholine
720575941545127017	ME.LOP	acetylcholine
720575941545127785	T1_PRONM	gaba
720575941545130857	LO.LOP	acetylcholine
720575941545135465	ME	glutamate
720575941545136745	ME	glutamate
720575941545142361	ME	acetylcholine
720575941545143688	T1_PRONM	acetylcholine
720575941545146036	LO.LOP	acetylcholine
720575941545152617	ME	gaba_nitric_oxide
720575941545156488	ME.LOP	acetylcholine
720575941545159529	LO.LOP	acetylcholine
720575941545167721	LO.LOP	acetylcholine
720575941545186153	LO.LOP	acetylcholine
720575941545195656	INTTCT.LTCT	acetylcholine
720575941545205428	LOP.PLP	acetylcholine
720575941545209276	ME.LOP	acetylcholine
720575941545211272	HTCT	acetylcholine
720575941545212340	INTTCT.NTCT	glutamate
720575941545219464	T2_MESONM.AVLP	acetylcholine
720575941545221481	LOP.LO	acetylcholine
720575941545222324	SPS.VES	gaba
720575941545234793	ME.LOP	acetylcholine
720575941545249468	HTCT	acetylcholine
720575941545251516	ME.LO	acetylcholine
720575941545257148	ME	acetylcholine
720575941545262268	ME.LOP	glutamate
720575941545264572	ME.LOP	acetylcholine
720575941545270664	T1_PRONM.T3_METANM	acetylcholine
720575941545275836	ME	gaba_nitric_oxide
720575941545277628	LO.LOP	acetylcholine
720575941545285812	IPS	gaba
720575941545286792	WTCT	gaba
720575941545288809	MB_CA.MB_VL	acetylcholine
720575941545297596	ME	glutamate
720575941545305780	FB	acetylcholine
720575941545314184	T2_MESONM	acetylcholine
720575941545324649	ME.LOP	acetylcholine
720575941545332741	AL	acetylcholine
720575941545334920	T3_METANM	gaba
720575941545340296	T1_PRONM	acetylcholine
720575941545340852	ME.LOP	acetylcholine
720575941545353352	WTCT	acetylcholine
720575941545354932	ME	acetylcholine
720575941545355625	T1_PRONM	gaba
720575941545357161	T2_MESONM	acetylcholine
720575941545358516	LO.LOP	acetylcholine
720575941545359540	ME.LOP	acetylcholine
720575941545361588	LO.LOP	acetylcholine
720575941545361844	ME.LOP	acetylcholine
720575941545362281	LTCT	acetylcholine
720575941545366708	ME.LOP	acetylcholine
720575941545367732	LO.LOP	acetylcholine
720575941545370804	ME.LOP	acetylcholine
720575941545372296	HTCT	acetylcholine
720575941545374825	T2_MESONM	acetylcholine
720575941545375880	T2_MESONM	acetylcholine
720575941545382580	ME.LOP	acetylcholine
720575941545383273	MB_CA.MB_PED	acetylcholine
720575941545383860	LO.LOP	acetylcholine
720575941545384124	ME	glutamate
720575941545388988	ME	gaba_nitric_oxide
720575941545391977	MB_CA	acetylcholine
720575941545396104	T3_METANM	gaba
720575941545403141	NO_CONS.T1_MVAC	acetylcholine
720575941545408180	ME.LOP	acetylcholine
720575941545415356	MB_CA.MB_ML	acetylcholine
720575941545418420	ME.LO	acetylcholine
720575941545435828	ME	glutamate
720575941545436596	ME.LOP	acetylcholine
720575941545438057	T1_PRONM	acetylcholine
720575941545439156	ME	acetylcholine_dopamine_nitric_oxide
720575941545440392	HTCT	acetylcholine
720575941545449065	T1_PRONM	acetylcholine
720575941545450120	T3_METANM	glutamate
720575941545452137	T3_METANM	gaba
720575941545464968	ANM	glutamate
720575941545469801	T2_MESONM	acetylcholine
720575941545470132	LO.LOP	acetylcholine
720575941545471593	LTCT	acetylcholine
720575941545473672	T3_METANM	acetylcholine
720575941545482684	T2_MESONM	acetylcholine
720575941545483369	ANM	gaba
720575941545484137	T2_MESONM	acetylcholine
720575941545488901	T1_PRONM	gaba
720575941545503749	T1_PRONM	acetylcholine
720575941545508788	ME	acetylcholine
720575941545509052	MB_CA	acetylcholine
720575941545509737	T2_MESONM	glutamate
720575941545510068	ME.LOP	acetylcholine
720575941545511348	ME	glutamate
720575941545516393	MB_CA.MB_PED	acetylcholine
720575941545517492	ME	glutamate
720575941545522612	ME	acetylcholine
720575941545527740	MB_CA.MB_ML	acetylcholine
720575941545528252	MB_CA	acetylcholine
720575941545533372	MB_CA.MB_ML	acetylcholine
720575941545533628	MB_CA.MB_VL	acetylcholine
720575941545547700	LO.LOP	acetylcholine
720575941545567412	ME.LOP	acetylcholine
720575941545577908	ME.LO	acetylcholine
720575941545579956	ME	glutamate
720575941545581492	ME.LO	acetylcholine
720575941545583796	ME	acetylcholine
720575941545585076	LO.UNASSIGNED	acetylcholine
720575941545588404	ME.LO	acetylcholine
720575941545588660	LO.LOP	acetylcholine
720575941545595572	LO.LOP	acetylcholine
720575941545597876	ME.LOP	acetylcholine
720575941545599924	ME.LOP	acetylcholine
720575941545621684	LO.LOP	acetylcholine
720575941545622196	ME	acetylcholine
720575941545626292	LOP	acetylcholine
720575941545628596	ME	glutamate
720575941545646772	PLP.LH	gaba
720575941545648745	AVLP	gaba
720575941545659068	MB_CA.MB_VL	acetylcholine
720575941545673916	MB_CA.MB_PED	acetylcholine
720575941545677756	MB_CA.MB_VL	acetylcholine
720575941545685948	WED.AVLP	gaba
720575941545690217	MB_CA.MB_ML	acetylcholine
720575941545696866	ME	acetylcholine
720575941545732540	LH.AVLP	acetylcholine
720575941545743292	LOP.PVLP	acetylcholine
720575941545747900	ME	glutamate
720575941545757801	MB_CA	acetylcholine
720575941545765737	MB_CA.MB_PED	acetylcholine
720575941545766761	ME	gaba
720575941545767560	EB	gaba
720575941545781428	ME	glutamate
720575941545785524	HTCT	acetylcholine
720575941545800884	ME	acetylcholine
720575941545807548	ME	gaba
720575941545820348	ME	glutamate
720575941545854132	T3_METANM	acetylcholine
720575941545862580	ME	acetylcholine
720575941545883572	ME	glutamate
720575941545884521	MB_CA.MB_VL	acetylcholine
720575941545888617	LOP.PLP	acetylcholine
720575941545894068	ME	glutamate
720575941545896297	ME	glutamate
720575941545901500	ME	acetylcholine
720575941545902260	ME	acetylcholine
720575941545906009	ME	acetylcholine
720575941545908404	LO.LOP	acetylcholine
720575941545909940	LO.LOP	acetylcholine
720575941545917116	LO.LOP	acetylcholine
720575941545923252	ME	acetylcholine
720575941545927092	ME	gaba_nitric_oxide
720575941545929652	ME	glutamate
720575941545932220	LOP.PLP	acetylcholine
720575941545933244	LOP	acetylcholine
720575941545941940	ME	gaba_nitric_oxide
720575941545943476	ME	gaba_nitric_oxide
720575941545952700	ME.NO_CONS	acetylcholine_nitric_oxide
720575941545955252	LO.LOP	acetylcholine
720575941545958580	LO.LOP	acetylcholine
720575941545959092	LO.LOP	acetylcholine
720575941545962601	ME.LOP	acetylcholine
720575941545966516	ME	gaba_nitric_oxide
720575941545968060	ME.LO	acetylcholine
720575941545969084	ME.LOP	acetylcholine
720575941545971132	AL	acetylcholine
720575941545972156	ME	glutamate
720575941545972916	ME	gaba_nitric_oxide
720575941545976681	ME	glutamate
720575941545978300	ME	gaba_nitric_oxide
720575941545979324	AL	acetylcholine
720575941545982644	ME	acetylcholine
720575941545989556	T2_MESONM	acetylcholine
720575941545992041	AL	acetylcholine
720575941545997929	ME	glutamate
720575941545999540	ME.LOP	acetylcholine
720575941546014908	ME	acetylcholine
720575941546026684	PB.FB	acetylcholine
720575941546046825	ME	acetylcholine
720575941546060988	ME	acetylcholine
720575941546061929	FB	acetylcholine
720575941546064489	LOP	acetylcholine
720575941546065032	HTCT.INTTCT	acetylcholine
720575941546077364	ME	gaba_nitric_oxide
720575941546091956	ME.LO	acetylcholine
720575941546098612	LO.LOP	acetylcholine
720575941546101609	PLP.MB_PED	acetylcholine
720575941546102617	ME	acetylcholine
720575941546105276	ME	glutamate
720575941546106044	LO.LOP	acetylcholine
720575941546114236	ME	acetylcholine
720575941546115208	WED	gaba
720575941546120380	ME	gaba_nitric_oxide
720575941546120553	ME	acetylcholine
720575941546121148	ME	gaba_nitric_oxide
720575941546122857	MB_CA	acetylcholine
720575941546128489	ME	glutamate
720575941546128828	MB_CA	acetylcholine
720575941546141884	ME.LO	acetylcholine
720575941546154601	ME	glutamate
720575941546160264	LO.LOP	acetylcholine
720575941546162824	ME	glutamate
720575941546165896	T2_MESONM.T2_MVAC	gaba
720575941546166204	ME	gaba_nitric_oxide
720575941546184840	EB	gaba
720575941546185065	ME.LO	acetylcholine
720575941546186420	T3_METANM	acetylcholine
720575941546190185	ME.LO	acetylcholine
720575941546193332	T2_MESONM	acetylcholine
720575941546197384	LO.LOP	acetylcholine
720575941546199176	ME.LOP	acetylcholine
720575941546200200	ME.LOP	acetylcholine
720575941546200252	ME	acetylcholine
720575941546203572	T1_PRONM	acetylcholine
720575941546204552	ME.LOP	acetylcholine
720575941546205108	T2_MESONM	gaba
720575941546205576	ME.LOP	acetylcholine
720575941546206809	ME	histamine
720575941546208692	WTCT.HTCT	acetylcholine
720575941546211208	LO.LOP	acetylcholine
720575941546216628	LTCT.GNG	acetylcholine
720575941546217065	ME.LO	acetylcholine
720575941546220168	ME.LO	acetylcholine
720575941546220980	INTTCT.WTCT	gaba
720575941546230972	ME.LO	acetylcholine
720575941546237628	LO.LOP	acetylcholine
720575941546240648	LO.NO_CONS	glutamate
720575941546241672	LO.LOP	acetylcholine
720575941546242440	ME.LOP	acetylcholine
720575941546249864	ME	gaba
720575941546255496	ME.LOP	acetylcholine
720575941546258612	T1_PRONM	gaba
720575941546259561	ME.LO	acetylcholine
720575941546261384	LO.LOP	acetylcholine
720575941546262152	ME	gaba_nitric_oxide
720575941546262633	ME	acetylcholine
720575941546263688	LO.LOP	acetylcholine
720575941546264712	LOP	glutamate
720575941546274184	ME	gaba_nitric_oxide
720575941546275464	ME.LO	acetylcholine
720575941546281864	ME	acetylcholine
720575941546282684	ME.LO	acetylcholine
720575941546284476	ME.LO	acetylcholine
720575941546285500	ME	acetylcholine
720575941546290056	LO.LOP	acetylcholine
720575941546303156	HTCT.WTCT	acetylcholine
720575941546303624	ME	acetylcholine
720575941546314601	AL	acetylcholine
720575941546314888	ME	acetylcholine
720575941546315881	ME	glutamate
720575941546321076	HTCT	gaba
720575941546321769	ME	glutamate
720575941546326121	ME	acetylcholine
720575941546334132	MB_CA.MB_PED	acetylcholine
720575941546335676	WTCT	gaba
720575941546338228	MB_CA.MB_VL	acetylcholine
720575941546344884	MB_ML.NO_CONS	dopamine
720575941546348212	ME	glutamate
720575941546351465	ME	acetylcholine
720575941546374076	T2_MESONM	gaba
720575941546379400	SAD.IPS	gaba
720575941546385084	WTCT	acetylcholine
720575941546385513	MB_CA.MB_VL	acetylcholine
720575941546388412	T1_PRONM	acetylcholine
720575941546389640	ME.LO	acetylcholine
720575941546389684	NO_CONS.T1_PRONM	acetylcholine
720575941546391740	T1_PRONM	gaba
720575941546392425	AL	acetylcholine
720575941546394812	T2_MESONM	acetylcholine
720575941546397033	AL	acetylcholine
720575941546397108	AL	acetylcholine
720575941546400648	ME.LO	acetylcholine
720575941546401416	ME.UNASSIGNED	acetylcholine
720575941546405993	LO.LOP	acetylcholine
720575941546410089	ME	acetylcholine
720575941546410376	ME.UNASSIGNED	acetylcholine
720575941546412680	ME.LO	acetylcholine
720575941546415209	ME	acetylcholine
720575941546415449	ME.LO	acetylcholine
720575941546419900	AL	acetylcholine
720575941546424425	HTCT.INTTCT	acetylcholine
720575941546427836	HTCT.IPS	acetylcholine
720575941546430313	T2_MESONM	acetylcholine
720575941546433160	LO.LOP	acetylcholine
720575941546435177	T2_MESONM	acetylcholine
720575941546436713	WTCT	gaba
720575941546438068	MB_CA.MB_VL	acetylcholine
720575941546442376	ME.LOP	acetylcholine
720575941546443625	T2_MESONM	acetylcholine
720575941546447465	T2_MESONM	acetylcholine
720575941546449288	LO.ME	gaba
720575941546454633	T3_METANM	gaba
720575941546457705	T2_MESONM	gaba
720575941546461273	ME	acetylcholine
720575941546473404	AL	acetylcholine
720575941546486920	ME.LOP	acetylcholine
720575941546491681	INTTCT.HTCT	gaba
720575941546505148	AL	acetylcholine
720575941546506857	LH.SLP	acetylcholine_glutamate
720575941546507188	PLP.LH	gaba
720575941546508321	T3_METANM	gaba
720575941546511804	AL	acetylcholine
720575941546519176	ME	glutamate
720575941546523272	ME	acetylcholine_dopamine_nitric_oxide
720575941546527112	LO.LOP	acetylcholine
720575941546529313	ME.LOP	acetylcholine
720575941546531208	ME.LOP	acetylcholine
720575941546531508	MB_CA.NO_CONS	acetylcholine
720575941546532488	LO.LOP	acetylcholine
720575941546532641	T3_METANM	acetylcholine
720575941546533768	ME	acetylcholine
720575941546549128	ME.LOP	acetylcholine
720575941546553633	T2_MESONM	acetylcholine
720575941546567612	ME	acetylcholine_histamine
720575941546571700	T2_MESONM	gaba
720575941546572377	NO_CONS.ME	acetylcholine_histamine
720575941546580769	T2_MESONM.T1_PRONM	gaba
720575941546586504	LO.LOP	acetylcholine
720575941546593468	T1_PRONM.GNG	acetylcholine
720575941546599785	SLP	acetylcholine
720575941546602428	AL	acetylcholine
720575941546603881	LH	glutamate
720575941546606953	LH	glutamate
720575941546607209	ME	glutamate
720575941546611848	ME	gaba_nitric_oxide
