root_id	group	nt_type
720575940611951822	ME.LO	ACH
720575940611952114	ME	ACH
720575940611952346	ME	ACH
720575940611953635	LOP.PLP	ACH
720575940611953882	LO	ACH
720575940611954801	MB_CA.MB_ML	ACH
720575940611956121	ME.LO	ACH
720575940611956197	GNG	ACH
720575940611956946	AVLP	ACH
720575940611957202	AVLP	ACH
720575940611957427	PLP	ACH
720575940611958226	ME	GLUT
720575940611958442	CRE	ACH
720575940611958963	GNG	ACH
720575940611958994	GNG	GABA
720575940611959091	LH.SLP	ACH
720575940611959219	SLP.SMP	ACH
720575940611960037	ME	ACH
720575940611960274	EB	GABA
720575940611960418	ME.LA	ACH
720575940611960872	MB_CA.MB_ML	ACH
720575940611961306	LO.LOP	ACH
720575940611961523	ME	ACH
720575940611961878	PVLP.AVLP	GABA
720575940611961970	LOP	GLUT
720575940611962083	PLP.SCL	GLUT
720575940611962226	LO	ACH
720575940611963249	ME.LO	ACH
720575940611963346	FB	GLUT
720575940611964053	ME	ACH
720575940611964330	LA.ME	ACH
720575940611964366	PLP	ACH
720575940611964882	EB	GABA
720575940611965593	IPS	GABA
720575940611966194	AL	ACH
720575940611967074	LA	ACH
720575940611967125	ME	ACH
720575940611967194	ME	ACH
720575940611967658	SLP.SMP	ACH
720575940611968625	ME.LOP	ACH
720575940611968661	ME	ACH
720575940611968947	ICL	GLUT
720575940611969378	LA	GLUT
720575940611969773	AOTU.BU	ACH
720575940611969778	ME.LOP	ACH
720575940611969906	SPS.AVLP	GLUT
720575940611970914	LA	ACH
720575940611971058	AOTU.CRE	ACH
720575940611972210	AVLP	ACH
720575940611972302	ME	ACH
720575940611973489	ME	GABA
720575940611973749	PVLP.AVLP	GABA
720575940611974354	FB	ACH
720575940611975281	ME	GLUT
720575940611975338	AVLP	ACH
720575940611975594	AVLP.SCL	ACH
720575940611976115	LO.LOP	ACH
720575940611976618	SAD.IPS	ACH
720575940611980207	SLP	GLUT
720575940611981010	LO	ACH
720575940611981029	GNG	GLUT
720575940611981283	ME	ACH
720575940611981518	ME	GABA
720575940611981994	PLP.LAL	GLUT
720575940611982322	LH.PLP	GLUT
720575940611982489	ME.LO	ACH
720575940611982598	ME	GABA
720575940611982802	ME.LOP	ACH
720575940611982997	ICL	GLUT
720575940611983322	MB_CA.MB_ML	ACH
720575940611983986	LO.LOP	ACH
720575940611984114	AL	ACH
720575940611984789	ME.LO	ACH
720575940611985174	AL	ACH
720575940611985331	LO.LOP	ACH
720575940611985448	MB_CA.MB_ML	ACH
720575940611987150	LO	ACH
720575940611987240	MB_CA.MB_VL	ACH
720575940611988008	MB_CA.MB_VL	ACH
720575940611988197	GNG	ACH
720575940611988391	AMMC.WED	ACH
720575940611988686	AVLP	ACH
720575940611988946	LH.SLP	ACH
720575940611990243	LO.SCL	ACH
720575940611990738	AL	ACH
720575940611990994	IB	GLUT
720575940611991062	ME	ACH
720575940611991219	ME.LOP	ACH
720575940611991336	PLP.SPS	ACH
720575940611991409	ME	GLUT
720575940611991650	LA	ACH
720575940611991830	PRW.SMP	ACH
720575940611992045	ME	ACH
720575940611992469	LO.ME	ACH
720575940611993493	ME.LO	ACH
720575940611993523	ME.LO	ACH
720575940611994066	ME	ACH
720575940611994830	ME.LO	ACH
720575940611997146	IPS	GABA
720575940611997333	ME	GLUT
720575940611998101	ME.LO	ACH
720575940611999385	ME	ACH
720575940611999641	ME.LO	ACH
720575940612000022	GNG	ACH
720575940612000218	ME.LO	ACH
720575940612000405	LO	ACH
720575940612001433	LO	GLUT
720575940612002146	LO	GLUT
720575940612002197	ME	ACH
720575940612002929	LOP	GLUT
720575940612003441	LH	GLUT
720575940612003938	ME.LO	ACH
720575940612004209	LH	GLUT
720575940612006001	ME	ACH
720575940612006037	ME.LO	ACH
720575940612006257	LH.SLP	ACH
720575940612007061	ME	ACH
720575940612008154	ME.LOP	ACH
720575940612008675	ME.LOP	ACH
720575940612008818	MB_CA.MB_ML	ACH
720575940612008922	ME	ACH
720575940612009074	MB_ML	ACH
720575940612009903	MB_CA.MB_ML	ACH
720575940612010645	ME.LO	ACH
720575940612010865	ME	ACH
720575940612010961	WED.PLP	ACH
720575940612011377	SMP	GLUT
720575940612012566	SMP.FB	GLUT
720575940612012693	ME	ACH
720575940612012714	ME	ACH
720575940612013717	LA	ACH
720575940612014120	AVLP.ICL	ACH
720575940612015217	PLP.SLP	ACH
720575940612015283	ME.LO	ACH
720575940612016498	IPS.AMMC	GABA
720575940612017075	ME.LO	ACH
720575940612018545	VES	ACH
720575940612018786	ME	ACH
720575940612019162	ME	ACH
720575940612019442	AL	ACH
720575940612019569	GNG	ACH
720575940612019570	MB_CA.MB_ML	ACH
720575940612019635	ME	GABA
720575940612019683	IPS	GLUT
720575940612019825	GNG	ACH
720575940612020008	PLP.CRE	ACH
720575940612020453	ME.LO	ACH
720575940612021475	PVLP	ACH
720575940612023922	IPS.PLP	ACH
720575940612023983	PLP.MB_ML	ACH
720575940612025698	LA	ACH
720575940612025954	ME	ACH
720575940612026210	ME	GLUT
720575940612026574	ME	GABA
720575940612027285	ME.LO	ACH
720575940612028182	SMP	ACH
720575940612028645	ME	ACH
720575940612029081	GNG	ACH
720575940612029390	ME.LO	GLUT
720575940612029938	ME	GABA
720575940612030437	LO.LOP	ACH
720575940612030899	SMP	ACH
720575940612030962	LH.SLP	GLUT
720575940612031089	AVLP.ICL	ACH
720575940612031129	GNG	ACH
720575940612031411	MB_CA.MB_VL	ACH
720575940612031469	LO.PVLP	GLUT
720575940612031694	ME	ACH
720575940612031986	AL.LH	GLUT
720575940612032917	ME.LO	GLUT
720575940612033253	GNG.VES	GABA
720575940612033429	LO	GLUT
720575940612033967	SMP	GLUT
720575940612035697	ME.LO	ACH
720575940612036837	GNG	GLUT
720575940612036978	LO.PLP	ACH
720575940612037073	LO.AVLP	ACH
720575940612037594	ME	GABA
720575940612038350	LO	GABA
720575940612039154	ME.LOP	ACH
720575940612039886	PLP.LAL	GLUT
720575940612039922	LO.LOP	ACH
720575940612040398	PLP.SPS	GLUT
720575940612040419	LO.PLP	ACH
720575940612040675	ME	GABA
720575940612040910	SLP	GLUT
720575940612041701	WED	ACH
720575940612042211	ME	GLUT
720575940612042446	SLP	GLUT
720575940612042774	SIP.SMP	GLUT
720575940612042901	ME	ACH
720575940612042970	ME	ACH
720575940612043235	ME	GABA
720575940612043925	LO.LOP	ACH
720575940612044658	SLP.SMP	GABA
720575940612044750	SMP	ACH
720575940612045235	ME.LO	ACH
720575940612045352	LO.PVLP	ACH
720575940612046286	PVLP.SPS	ACH
720575940612047853	AOTU.BU	ACH
720575940612048114	ME	ACH
720575940612048365	SLP	GLUT
720575940612048602	ME.LO	ACH
720575940612048753	ME.LO	ACH
720575940612049102	LO.PLP	ACH
720575940612049250	ME	GABA
720575940612049379	ME.LO	ACH
720575940612049459	AL	GLUT
720575940612049777	ME.LOP	ACH
720575940612049893	ME.LO	ACH
720575940612050033	GNG	ACH
720575940612051825	LO.LOP	ACH
720575940612051918	LA	ACH
720575940612052451	ME	ACH
720575940612052578	ME.LO	ACH
720575940612052629	ME.LO	ACH
720575940612052850	LOP.PLP	ACH
720575940612052885	ME.LO	ACH
720575940612053106	FB	GLUT
720575940612053221	AOTU.BU	ACH
720575940612053679	ME	ACH
720575940612054165	ME	ACH
720575940612054222	ME	GLUT
720575940612054425	SAD.WED	ACH
720575940612054882	ME	GABA
720575940612055475	ME	GLUT
720575940612056177	ME.LOP	ACH
720575940612057186	ME	ACH
720575940612057267	LO.LOP	ACH
720575940612057317	ME	ACH
720575940612057586	ME	GABA
720575940612057753	ME	GLUT
720575940612058543	SAD.AMMC	ACH
720575940612058861	WED	GABA
720575940612059249	ME	ACH
720575940612060110	LA	ACH
720575940612060625	AVLP	ACH
720575940612061026	ME	ACH
720575940612061107	ME	ACH
720575940612061170	LO.LOP	ACH
720575940612061619	SMP	GLUT
720575940612062414	LA	ACH
720575940612062426	AL.LH	GABA
720575940612063602	SMP	GLUT
720575940612063667	ME	ACH
720575940612064997	LO.LOP	ACH
720575940612065394	PLP.SMP	ACH
720575940612065522	ME.LOP	ACH
720575940612065998	ME.LOP	ACH
720575940612066600	ICL.SPS	ACH
720575940612066735	SPS	ACH
720575940612067034	MB_CA.MB_ML	ACH
720575940612067242	SLP.SMP	GLUT
720575940612067507	MB_CA.SLP	ACH
720575940612067546	LO.LOP	ACH
720575940612068581	LO.LOP	ACH
720575940612068594	ME.LOP	ACH
720575940612069093	LOP	ACH
720575940612069745	ME	ACH
720575940612070883	ME	GABA
720575940612071130	LH	ACH
720575940612071731	SPS	ACH
720575940612072562	AVLP	ACH
720575940612072677	LO.LOP	ACH
720575940612072685	MB_CA.MB_ML	ACH
720575940612074190	ME	GABA
720575940612074353	IPS	ACH
720575940612075618	ME	ACH
720575940612076238	ME.AOTU	ACH
720575940612076401	ME.LO	ACH
720575940612076750	ME	ACH
720575940612077018	ME	GABA
720575940612077786	ME	GABA
720575940612077846	SLP	GLUT
720575940612077938	SAD.IPS	GLUT
720575940612078030	ME.LOP	ACH
720575940612078102	LO.PVLP	ACH
720575940612078267	ME	GLUT
720575940612078511	WED.AVLP	GABA
720575940612079054	LOP	ACH
720575940612079077	ME.LO	GLUT
720575940612079845	SLP	GLUT
720575940612079853	MB_CA.MB_ML	ACH
720575940612080590	ME.LO	GLUT
720575940612080738	ME	ACH
720575940612080869	SMP	ACH
720575940612081777	LO.LOP	GLUT
720575940612082066	AVLP	ACH
720575940612082322	AVLP	ACH
720575940612082602	ME.LO	ACH
720575940612083057	LA.ME	ACH
720575940612083240	SIP.CRE	ACH
720575940612083427	ME.LO	ACH
720575940612083865	ME	GABA
720575940612083899	ME	GLUT
720575940612084337	LO	GLUT
720575940612085909	LO.LOP	ACH
720575940612087538	ME.LO	GLUT
720575940612087758	GNG.PVLP	ACH
720575940612087922	PRW.SMP	ACH
720575940612088234	LOP.LO	GLUT
720575940612088282	ME.LO	ACH
720575940612088433	ME	GABA
720575940612088725	ME	GABA
720575940612090005	LO.LOP	ACH
720575940612090074	LO.LOP	ACH
720575940612090321	PLP.CRE	ACH
720575940612090595	LO	ACH
720575940612090866	SMP	ACH
720575940612091315	ME	GLUT
720575940612091342	LA	GLUT
720575940612091601	MB_CA.MB_VL	ACH
720575940612092529	ME	ACH
720575940612092851	ME.LOP	ACH
720575940612093042	AVLP.ICL	ACH
720575940612093351	LO	ACH
720575940612093619	ME.LO	ACH
720575940612093938	SCL.ICL	ACH
720575940612094170	ME.LOP	ACH
720575940612095330	ME	ACH
720575940612095586	ME	GLUT
720575940612095962	LO.LOP	ACH
720575940612096354	ME	ACH
720575940612096370	AL	ACH
720575940612096462	LO.PVLP	ACH
720575940612097393	ME	ACH
720575940612097522	SMP.IB	GLUT
720575940612097742	ME	GLUT
720575940612097754	ME.LO	ACH
720575940612097998	LA	ACH
720575940612098766	ME	ACH
720575940612099045	ME	GLUT
720575940612099053	MB_CA.MB_ML	ACH
720575940612099309	MB_CA.CRE	ACH
720575940612099442	VES.SPS	GABA
720575940612099986	PB.EB	ACH
720575940612100314	ME	ACH
720575940612100374	LO.PVLP	ACH
720575940612100837	GNG	ACH
720575940612101093	ME	ACH
720575940612102258	WED.PLP	GABA
720575940612102618	ME.LOP	ACH
720575940612102754	ME	ACH
720575940612102769	WED.AVLP	ACH
720575940612103010	ME	GLUT
720575940612103603	ME	GLUT
720575940612103907	WED.LAL	ACH
720575940612104290	ME	GABA
720575940612104627	MB_CA.CRE	ACH
720575940612105139	SMP	ACH
720575940612105329	ME	ACH
720575940612105395	AVLP	ACH
720575940612105403	ME	ACH
720575940612105586	AL	ACH
720575940612105690	ME.LOP	ACH
720575940612106082	ME	GLUT
720575940612106098	LO	GABA
720575940612106702	LA	ACH
720575940612106723	LAL	GLUT
720575940612106905	SMP.ICL	GLUT
720575940612107362	ME	GABA
720575940612107762	FB	GLUT
720575940612108437	ME	ACH
720575940612108494	LA	ACH
720575940612108642	ME	GLUT
720575940612109235	ME	GABA
720575940612109298	ME.LO	ACH
720575940612109363	FB	ACH
720575940612109619	ME	ACH
720575940612109747	ME	GLUT
720575940612109786	LH.SLP	GABA
720575940612110042	LH.SLP	ACH
720575940612110946	LO.LOP	ACH
720575940612111346	MB_CA.MB_ML	ACH
720575940612111566	LA	ACH
720575940612111843	LAL.WED	ACH
720575940612111894	SMP	ACH
720575940612112819	ME	ACH
720575940612113635	SPS	ACH
720575940612114099	LO.LOP	ACH
720575940612114274	ME	ACH
720575940612115162	ME.LOP	ACH
720575940612116337	ME	ACH
720575940612116578	ME	GABA
720575940612117978	LO.LOP	ACH
720575940612119258	ME	ACH
720575940612119758	LO	GLUT
720575940612119921	LO.LOP	ACH
720575940612120026	LH.SLP	ACH
720575940612120794	SLP	GLUT
720575940612120945	ME.LO	ACH
720575940612121267	LO.LOP	ACH
720575940612121842	ME.LO	ACH
720575940612122152	FB	GLUT
720575940612122210	ME	ACH
720575940612122978	ME	ACH
720575940612123866	ME	GLUT
720575940612124369	ICL.SPS	GLUT
720575940612124785	ME.LO	ACH
720575940612124851	ME.LOP	ACH
720575940612125170	ME.LOP	ACH
720575940612125914	ME.LO	ACH
720575940612125923	LO.PVLP	ACH
720575940612126818	ME	ACH
720575940612127151	EB	GABA
720575940612127586	LOP.ME	GLUT
720575940612127706	LH.SLP	ACH
720575940612127842	ME	GABA
720575940612128098	ME.LO	ACH
720575940612128610	ME	GABA
720575940612128866	ME	GABA
720575940612129194	ME	ACH
720575940612129378	ME	ACH
720575940612129522	ME.LO	ACH
720575940612130491	ME	GABA
720575940612131025	FB	SER
720575940612131058	ME	ACH
720575940612131503	IPS.SPS	ACH
720575940612131682	ME.LOP	ACH
720575940612131759	IPS.SPS	ACH
720575940612132450	LOP	ACH
720575940612132826	LH.SLP	ACH
720575940612132977	ME	ACH
720575940612133082	ME.LO	ACH
720575940612133489	LOP.PLP	ACH
720575940612134422	ME.LO	ACH
720575940612134498	LA	GABA
720575940612135010	ME.LO	ACH
720575940612136561	ME	ACH
720575940612136874	ME	ACH
720575940612137690	LH.SLP	ACH
720575940612138082	ME	ACH
720575940612138338	ME	ACH
720575940612138725	ME	ACH
720575940612138792	ICL	GLUT
720575940612138901	ME.LO	GLUT
720575940612138927	LO.PVLP	ACH
720575940612139443	SMP	GLUT
720575940612139506	SLP.SMP	GLUT
720575940612139618	LO	GLUT
720575940612140238	LA	ACH
720575940612140781	AL	ACH
720575940612142051	LO.PLP	ACH
720575940612142834	ME.LO	ACH
720575940612143075	LAL	ACH
720575940612144047	IPS	GABA
720575940612145174	ME	ACH
720575940612145301	LO.LOP	ACH
720575940612146129	CRE	GABA
720575940612146174	AMMC.WED	ACH
720575940612147313	ME	ACH
720575940612147635	ME.LO	ACH
720575940612148210	SMP	GLUT
720575940612149090	ME	ACH
720575940612149362	AVLP	GLUT
720575940612149418	GNG	ACH
720575940612149617	ME	ACH
720575940612149657	ME.LO	ACH
720575940612150225	SMP	GLUT
720575940612150421	ME.LOP	ACH
720575940612150734	LA	GABA
720575940612151193	ME	ACH
720575940612151394	ME	ACH
720575940612151538	MB_CA.MB_ML	ACH
720575940612152930	NO	GABA
720575940612153041	FLA	ACH
720575940612153086	SAD.WED	ACH
720575940612153622	ME	GABA
720575940612153746	AVLP.SIP	GABA
720575940612153842	SMP	GLUT
720575940612154482	SLP	GLUT
720575940612154664	FB	ACH
720575940612156968	ME	GLUT
720575940612157041	ME	ACH
720575940612157914	LO.LOP	ACH
720575940612158065	ME	ACH
720575940612158306	ME	ACH
720575940612158869	ME	GLUT
720575940612159411	AVLP.ICL	ACH
720575940612160113	ME	GABA
720575940612160153	AL	ACH
720575940612160218	ME.LO	ACH
720575940612160405	ME	ACH
720575940612160917	LOP	GABA
720575940612161394	AVLP	GABA
720575940612162227	ME	ACH
720575940612162417	ME.LOP	ACH
720575940612162769	IPS.WED	GABA
720575940612162814	ME.AOTU	ACH
720575940612163278	LA	GLUT
720575940612165605	LO.LOP	ACH
720575940612165859	LO.PVLP	ACH
720575940612166063	LH.LAL	ACH
720575940612166553	AL	ACH
720575940612166835	ME.LO	ACH
720575940612167537	ME	GABA
720575940612167642	ME	ACH
720575940612167794	AL.LH	GABA
720575940612168470	ME.LO	ACH
720575940612168561	ME.LO	GLUT
720575940612168690	ME.LO	ACH
720575940612169458	ME	GABA
720575940612169570	LOP	GLUT
720575940612169709	MB_CA.MB_ML	ACH
720575940612170865	LO	ACH
720575940612170981	AVLP.SMP	ACH
720575940612170989	AOTU.BU	ACH
720575940612171237	SLP	GLUT
720575940612171470	ME	GABA
720575940612171726	SMP	GLUT
720575940612172339	SMP	GLUT
720575940612172657	LO	ACH
720575940612173541	LO.LOP	ACH
720575940612173738	LOP.PLP	ACH
720575940612173747	ME	ACH
720575940612175858	SLP	GLUT
720575940612176090	ME.LOP	ACH
720575940612177882	SLP	ACH
720575940612178418	MB_CA.MB_PED	ACH
720575940612179042	ME	ACH
720575940612179093	ME	ACH
720575940612179173	ME	GABA
720575940612179891	ME	ACH
720575940612180081	ME	GABA
720575940612180337	ME.LO	ACH
720575940612181106	AVLP	GABA
720575940612181198	LOP	GLUT
720575940612182114	AVLP.ICL	ACH
720575940612182312	ME	GABA
720575940612182824	ME	GABA
720575940612183758	ME.LO	ACH
720575940612184872	ME	ACH
720575940612185306	ME.LO	ACH
720575940612185586	CRE	GLUT
720575940612186547	ME	GLUT
720575940612186803	LO.LOP	ACH
720575940612186993	ME.LO	ACH
720575940612187866	ME	ACH
720575940612188017	ME	GLUT
720575940612188200	AVLP	ACH
720575940612188273	ME	ACH
720575940612189390	LA	ACH
720575940612189480	IPS	GLUT
720575940612190161	LO.PVLP	ACH
720575940612190248	ME	ACH
720575940612190693	MB_CA.MB_ML	ACH
720575940612191194	ME	GABA
720575940612191345	ME	GABA
720575940612191346	ME	GLUT
720575940612192730	LO.PLP	GLUT
720575940612193230	LA	GLUT
720575940612193649	ME.LO	ACH
720575940612193682	SAD.AMMC	GABA
720575940612193715	LO.LOP	ACH
720575940612194162	ME	ACH
720575940612194201	ME	ACH
720575940612194611	LOP.PLP	ACH
720575940612194709	ME.LOP	GABA
720575940612194983	MB_CA.MB_ML	ACH
720575940612195058	ME	ACH
720575940612195495	GNG	ACH
720575940612195624	ME	ACH
720575940612195737	SLP	GLUT
720575940612196194	ME	ACH
720575940612196465	ME.LO	GLUT
720575940612196581	ME	GLUT
720575940612196589	MB_CA.MB_ML	ACH
720575940612196850	MB_VL.LH	ACH
720575940612197101	LH.SLP	ACH
720575940612197374	AL.MB_CA	ACH
720575940612197745	ME	GLUT
720575940612197986	ME	ACH
720575940612198067	ME	GLUT
720575940612198094	LA	ACH
720575940612198513	ME	ACH
720575940612198769	ME.LO	GLUT
720575940612198835	ME.LO	ACH
720575940612201329	ME	GABA
720575940612201586	PVLP	ACH
720575940612201625	LO	GLUT
720575940612201678	ME.LO	GLUT
720575940612202097	AVLP	ACH
720575940612202202	LO	ACH
720575940612202419	LH.SLP	ACH
720575940612202850	ME	GABA
720575940612203214	ME	GLUT
720575940612203482	PVLP.GNG	ACH
720575940612203699	LH.SLP	ACH
720575940612203889	ME	ACH
720575940612204723	AL	ACH
720575940612204949	LO	ACH
720575940612205938	IPS.AOTU	ACH
720575940612206771	ME	ACH
720575940612206810	GNG	GLUT
720575940612207253	LO.LOP	ACH
720575940612207473	ME	ACH
720575940612207566	LA	ACH
720575940612207589	ME.LOP	ACH
720575940612208090	ME.LO	ACH
720575940612208274	AVLP.ICL	ACH
720575940612208533	ME	ACH
720575940612208602	ME.LO	ACH
720575940612208754	EB	GABA
720575940612208858	GNG	GABA
720575940612209587	ME.LO	GLUT
720575940612209882	ME.LO	ACH
720575940612210138	ME	ACH
720575940612210289	ME	ACH
720575940612210351	SMP	ACH
720575940612211240	AVLP	ACH
720575940612211496	FB	DA
720575940612211635	ME	GLUT
720575940612211826	ME.LOP	ACH
720575940612212403	ME	ACH
720575940612212954	LOP.LO	ACH
720575940612214165	ME	GABA
720575940612215449	ME.LO	ACH
720575940612215987	LO	ACH
720575940612216549	LA.ME	ACH
720575940612217002	ME.LO	ACH
720575940612217342	AL.PLP	ACH
720575940612218163	ME.LO	ACH
720575940612219562	GNG	ACH
720575940612219629	SLP	GLUT
720575940612219746	ME	GABA
720575940612219761	ME	ACH
720575940612220071	SAD.GNG	SER
720575940612220808	ME	GABA
720575940612221157	SCL	GLUT
720575940612221669	ME.LOP	ACH
720575940612222760	ME	ACH
720575940612222949	ME	GLUT
720575940612224485	ME	ACH
720575940612224754	SAD	GLUT
720575940612224943	PVLP	ACH
720575940612225194	ME.LO	ACH
720575940612225685	ME	GLUT
720575940612225814	LO.AOTU	ACH
720575940612227441	LO.PVLP	ACH
720575940612227880	AOTU.IPS	ACH
720575940612227993	ME	ACH
720575940612228630	LO	ACH
720575940612229349	ME.LO	ACH
720575940612229861	ME	GABA
720575940612230553	ME.LOP	ACH
720575940612231139	LO.AOTU	ACH
720575940612231282	MB_CA.MB_ML	ACH
720575940612231386	ME	GABA
720575940612232341	ME	ACH
720575940612232802	ME.LO	ACH
720575940612234467	FB	ACH
720575940612234725	ME.LOP	ACH
720575940612234970	ME	GABA
720575940612235214	ME.LO	ACH
720575940612235439	SAD	ACH
720575940612235586	ME.LOP	ACH
720575940612235633	ME	GLUT
720575940612235889	LOP.ME	GLUT
720575940612236241	AOTU	ACH
720575940612237205	LO.LOP	ACH
720575940612237285	ME.LOP	ACH
720575940612238255	EB	GABA
720575940612238342	LA	ACH
720575940612238449	ME	GABA
720575940612238632	PRW	ACH
720575940612238798	ME	GABA
720575940612239066	ME.LO	ACH
720575940612239513	SLP	ACH
720575940612239729	LO	ACH
720575940612240355	SMP	GLUT
720575940612240918	MB_CA.MB_VL	ACH
720575940612241370	ME.LO	ACH
720575940612241626	ME.LO	ACH
720575940612242087	SLP	ACH
720575940612243313	ME	ACH
720575940612243918	CRE.FB	GLUT
720575940612244066	ME.LO	GLUT
720575940612244686	ME	ACH
720575940612244707	SMP	ACH
720575940612245454	ME.LOP	ACH
720575940612245966	ME	GABA
720575940612246186	ME	ACH
720575940612246258	ME.LOP	ACH
720575940612246478	ME.LO	ACH
720575940612246490	SMP.IB	GLUT
720575940612246707	ME	ACH
720575940612246990	ME	ACH
720575940612247026	LOP.PLP	ACH
720575940612247922	ME	ACH
720575940612248306	ME.LOP	ACH
720575940612248418	ME	ACH
720575940612248469	ME.LO	ACH
720575940612248743	FB	SER
720575940612248794	SAD	GABA
720575940612248883	NO.FB	ACH
720575940612249011	LO.LOP	ACH
720575940612249442	ME.LOP	ACH
720575940612249493	ME	GABA
720575940612249581	LOP.PLP	ACH
720575940612249651	FB	ACH
720575940612249698	LO.LOP	ACH
720575940612250547	ME	ACH
720575940612250774	PLP.CRE	GLUT
720575940612250851	LOP.PLP	ACH
720575940612251055	SMP	ACH
720575940612251059	ME	GLUT
720575940612251285	ME.LO	ACH
720575940612251571	ME.LO	ACH
720575940612251877	ME	ACH
720575940612252002	LO.LOP	ACH
720575940612252057	ME	ACH
720575940612253677	ME	ACH
720575940612254670	ME	GABA
720575940612254701	LO.PVLP	ACH
720575940612255641	LO.LOP	ACH
720575940612255914	GNG.AMMC	GABA
720575940612255973	IPS.PLP	ACH
720575940612256938	PRW	ACH
720575940612257551	ME	GLUT
720575940612258019	SIP	ACH
720575940612258218	ME	GLUT
720575940612258254	LOP.ME	GLUT
720575940612258513	PVLP.LO	ACH
720575940612258929	ME.LOP	ACH
720575940612259290	ME	ACH
720575940612259733	ME	ACH
720575940612259754	ME.LO	GLUT
720575940612260323	SMP	GLUT
720575940612260962	ME	GLUT
720575940612261218	LO	ACH
720575940612261295	ME	GLUT
720575940612261603	PRW	GABA
720575940612263321	ME.LO	ACH
720575940612264817	AVLP	GABA
720575940612264818	ME	GABA
720575940612264857	LOP	GLUT
720575940612265395	LOP	GLUT
720575940612265458	AVLP	ACH
720575940612266202	ME	GLUT
720575940612266213	MB_CA.MB_ML	ACH
720575940612266410	ME.LO	ACH
720575940612267362	ME.LA	ACH
720575940612267470	SLP.SMP	GABA
720575940612267518	AVLP	ACH
720575940612267738	ME.LO	ACH
720575940612267762	ME.LO	ACH
720575940612268199	GNG	GABA
720575940612268913	LO.LOP	ACH
720575940612269747	LH.SLP	ACH
720575940612270307	PRW	GLUT
720575940612271322	ME.LO	ACH
720575940612271578	ME.LOP	ACH
720575940612271786	ME.LOP	ACH
720575940612272424	FB.LAL	ACH
720575940612273575	WED.AVLP	GABA
720575940612274162	ME.LO	ACH
720575940612274394	LO	ACH
720575940612274837	ME	ACH
720575940612275162	ME.LO	ACH
720575940612275298	CRE.IB	ACH
720575940612275418	ME	ACH
720575940612275685	ME	ACH
720575940612276066	ME.LO	ACH
720575940612276322	ME.PLP	ACH
720575940612276578	ME	GABA
720575940612276963	AVLP	GLUT
720575940612277090	PRW	GABA
720575940612277415	IPS.PLP	ACH
720575940612277490	SMP.SIP	GLUT
720575940612278114	SMP	GLUT
720575940612278195	SMP	ACH
720575940612278501	ME.LO	ACH
720575940612279538	CRE.LAL	ACH
720575940612281086	GNG	ACH
720575940612281586	SMP.CRE	GLUT
720575940612281698	ME	ACH
720575940612281842	LAL.CRE	ACH
720575940612283373	SIP.SLP	GLUT
720575940612283601	ME	ACH
720575940612284389	SLP	GLUT
720575940612284569	AL.MB_CA	ACH
720575940612285354	ME.LOP	ACH
720575940612286065	ME.PLP	ACH
720575940612286170	ME	ACH
720575940612286259	FB	GLUT
720575940612286562	LO	GLUT
720575940612287027	ME	ACH
720575940612287283	MB_CA.MB_ML	ACH
720575940612287330	LH.ATL	ACH
720575940612288947	SAD.GNG	ACH
720575940612289010	PRW.FLA	SER
720575940612289122	ME.LO	ACH
720575940612289689	ME.LOP	ACH
720575940612289890	LA.ME	ACH
720575940612290019	AVLP	ACH
720575940612290914	ME	GABA
720575940612290969	ME.LOP	ACH
720575940612290986	SIP.SMP	ACH
720575940612291281	ME	ACH
720575940612291426	SCL	GLUT
720575940612291682	SMP	ACH
720575940612291802	ME	GABA
720575940612292531	IPS.LAL	GABA
720575940612293273	ME.LO	ACH
720575940612293489	ME	ACH
720575940612293730	ME.PLP	ACH
720575940612294293	ME	GLUT
720575940612294498	IPS.GNG	GLUT
720575940612294513	ME	ACH
720575940612294637	AVLP	GABA
720575940612294642	LO.LOP	ACH
720575940612294835	ME	ACH
720575940612295374	ME.LO	ACH
720575940612295793	ME	ACH
720575940612295898	ME	GABA
720575940612296106	ME	GLUT
720575940612296154	LOP.IPS	ACH
720575940612296410	ME	GLUT
720575940612296654	ME	ACH
720575940612296677	AVLP	ACH
720575940612297690	ME.LO	ACH
720575940612298389	ME	GABA
720575940612298536	ME	ACH
720575940612298702	LA	ACH
720575940612298958	LA	GLUT
720575940612299214	ME	ACH
720575940612299377	LOP	GLUT
720575940612300005	ME.LO	ACH
720575940612301169	ME.LO	ACH
720575940612301666	LOP	GABA
720575940612302042	SMP.CRE	DA
720575940612302259	ME.LO	ACH
720575940612302506	SMP	ACH
720575940612303102	SMP	ACH
720575940612303271	GNG	ACH
720575940612303845	ME	GABA
720575940612303858	ME	GABA
720575940612304226	SLP	GLUT
720575940612304303	ME	GABA
720575940612305250	LO.AOTU	ACH
720575940612305506	AL	GABA
720575940612305843	ME.LO	ACH
720575940612306138	AL	ACH
720575940612306355	ME	ACH
720575940612306641	IPS	GABA
720575940612306650	ME.LO	ACH
720575940612306786	GNG.VES	ACH
720575940612306867	ME	ACH
720575940612307186	ME.LO	ACH
720575940612307314	ME	ACH
720575940612307554	AVLP.PVLP	GABA
720575940612307825	ME.LO	GLUT
720575940612307921	IPS	GABA
720575940612308776	SMP	ACH
720575940612308963	SPS	ACH
