cell_type,root_id,root_626,fafb_match,fafb_nblast,manc_match,manc_nblast
accessory_tibia_flexor_B,720575941627155238,720575941627155238,NA,0,13397,0.37
tergotrochanter_extensor,720575941408338862,720575941408338862,NA,0,166309,0.71
tergotrochanter_extensor,720575941639506207,720575941639506207,NA,0,19652,0.46
tarsus_depressor_dipalpha_ventralU,720575941621725948,720575941621725948,NA,0,21749,0.38
trochanter_flexor_ProAN,720575941536923624,720575941536923624,NA,0,23299,0.49
sternal_anterior_rotator,720575941455787245,720575941455787245,NA,0,26566,0.77
accessory_tibia_flexor_B,720575941570833736,720575941570833736,NA,0,101043,0.37
sternotrochanter_extensor,720575941507031612,720575941583222623,NA,0,100515,0.5
sternal_anterior_rotator,720575941531923147,720575941553516167,NA,0,26566,0.83
accessory_tibia_flexor_B,720575941479472258,720575941479472258,NA,0,101043,0.41
trochanter_flexor_ProAN,720575941518851694,720575941518851694,NA,0,163686,0.44
accessory_tibia_flexor_A,720575941590872171,720575941590872171,NA,0,17885,0.39
accessory_tibia_flexor_B,720575941595856540,720575941595856540,NA,0,18412,0.35
femur_reductor,720575941486064962,720575941486064962,NA,0,13920,0.73
tibia_extensor_SETi,720575941493231536,720575941493231536,NA,0,10347,0.5
sternotrochanter_extensor_ventrolateral_ribbon,720575941461179859,720575941461179859,NA,0,157432,0.77
DLM1-4,720575941645403000,720575941645403000,NA,0,10892,0.92
iv4,720575941630940642,720575941630940642,NA,0,10200,0.57
DLM1-4,720575941519783640,720575941519783640,NA,0,10892,0.88
DVM1a-c,720575941566847847,720575941566847847,NA,0,14017,0.56
b1,720575941521196211,720575941521196211,NA,0,10013,0.62
AL-MBDL1,720575941478580586,720575941478580586,720575940648669060,0.52,NA,0
ALIN1,720575941478590516,720575941448359700,720575940639121636,0.41,NA,0
CB1076,720575941574333947,720575941574333947,720575940623233238,0.52,NA,0
CB1542,720575941566365191,720575941536169738,720575940630603091,0.53,NA,0
CB1280,720575941463969805,720575941463969805,720575940635282910,0.53,NA,0
CB1076,720575941484236941,720575941484236941,720575940622577336,0.52,NA,0
CB1078,720575941402511984,720575941402511984,720575940604839200,0.54,NA,0
CB2664,720575941573209231,720575941573209231,720575940620980323,0.53,NA,0
CB1542,720575941597605788,720575941597605788,720575940612146174,0.56,NA,0
CB1542,720575941595446309,720575941595446309,720575940612146174,0.57,NA,0
CB1078,720575941480852166,720575941480852166,720575940610358990,0.55,NA,0
CB2664,720575941654623188,720575941654623188,720575940618392912,0.5,NA,0
CB1078,720575941589095308,720575941589095308,720575940627410944,0.58,NA,0
CB1078,720575941452704051,720575941452704051,720575940604839200,0.53,NA,0
CB2556,720575941513539331,720575941513539331,720575940618524481,0.55,NA,0
CB1076,720575941613096857,720575941613096857,720575940634877850,0.5,NA,0
CB2556,720575941428912265,720575941428912265,720575940618524481,0.53,NA,0
CB1078,720575941589293636,720575941589293636,720575940624872179,0.55,NA,0
CB2664,720575941537524978,720575941537524978,720575940620980323,0.51,NA,0
CB2153,720575941488245712,720575941488245712,720575940618599277,0.49,NA,0
CB1542,720575941566686871,720575941565423970,720575940624704393,0.65,NA,0
CB3710,720575941564176482,720575941564176482,720575940621800798,0.5,NA,0
CB1076,720575941515531843,720575941515531843,720575940623233238,0.52,NA,0
CB1542,720575941614441747,720575941614441747,720575940614840891,0.53,NA,0
CB1078,720575941567496818,720575941567496818,720575940604839200,0.54,NA,0
CB1078,720575941513926353,720575941513926353,720575940616809401,0.61,NA,0
CB1078,720575941669120423,720575941669120423,720575940607188036,0.56,NA,0
CB2556,720575941498360137,720575941498360137,720575940622778820,0.52,NA,0
CB3710,720575941612271974,720575941612271974,720575940617882397,0.5,NA,0
CB3673,720575941439551788,720575941574184335,720575940626153488,0.57,NA,0
CB3692,720575941456801261,720575941456801261,720575940625483962,0.5,NA,0
CB3673,720575941512494034,720575941478332034,720575940626153488,0.55,NA,0
OA-VUMa2,720575941593800299,720575941593800299,720575940636576948,0.41,NA,0
SEZ_NSC_Hugin,720575941538026109,720575941538026109,720575940637851069,0.41,NA,0
SEZ_NSC_Hugin,720575941562301440,720575941562301440,720575940637851069,0.4,NA,0
il3LN6,720575941478599454,720575941617780437,720575940632403986,0.57,NA,0
m_NSC_unknown,720575941548341053,720575941548341053,720575940610467682,0.36,NA,0
m_NSC_DH44,720575941481804879,720575941481804879,720575940618385718,0.5,NA,0
m_NSC_DH44,720575941402302320,720575941402302320,720575940626619398,0.55,NA,0
SApp12,720575941561351213,720575941561351213,NA,0,32641,0.84
SLP216,720575941452917882,720575941564693760,720575940647473796,0.58,NA,0
SMP459,720575941485477261,720575941485477261,720575940611555251,0.41,NA,0
CB4187,720575941470431709,720575941551405823,720575940617330107,0.44,NA,0
CB0015,720575941412858223,720575941412858223,720575940615792523,0.55,NA,0
EPG,720575941535506698,720575941535506698,720575940626137895,0.56,NA,0
DP1m_adPN,720575941537896474,720575941505022514,720575940618308825,0.54,NA,0
mALB3,720575941492113102,720575941475263291,720575940623100877,0.5,NA,0
SLP395,720575941393217174,720575941393217174,720575940637806662,0.51,NA,0
SLP288b,720575941632995781,720575941632995781,720575940643980488,0.52,NA,0
CB0507,720575941537931747,720575941537931747,720575940628780309,0.5,NA,0
CB0810,720575941353008688,720575941353008688,720575940621351412,0.43,NA,0
AVLP523,720575941462570692,720575941569751666,720575940622754342,0.48,NA,0
PVLP024,720575941535626762,720575941535626762,720575940619709972,0.52,NA,0
CB3714,720575941573267272,720575941573267272,720575940630018039,0.41,NA,0
APDN3,720575941472459531,720575941516994963,720575940634473497,0.55,NA,0
IN01B027,720575941554540698,720575941554540698,NA,0,26567,0.49
PFNa,720575941532708440,720575941532708440,720575940615748753,0.58,NA,0
femur_reductor_tiny,720575941637140597,720575941637140597,NA,0,158681,0.35
IN01A023,720575941549911613,720575941549911613,NA,0,11420,0.47
CB1589,720575941499460475,720575941490352329,720575940628504679,0.61,NA,0
AN19B106,720575941393354390,720575941393354390,NA,0.59,30145,0.55
FC2C,720575941554708708,720575941554708708,720575940613005937,0.58,NA,0
AN19B104,720575941513376588,720575941513376588,NA,-0.22,26918,0.58
CL335,720575941543108637,720575941543108637,720575940623619050,0.48,NA,0
PS150,720575941528059064,720575941528059064,720575940621365012,0.47,NA,0
trochanter_flexor_MesoLN_ventral_3,720575941691080155,720575941691080155,NA,0,156233,0.65
OCC02b,720575941535510282,720575941535510282,720575940621945385,0.25,NA,0
IN08B037,720575941623446154,720575941623446154,NA,0,16603,0.23
INXXX008,720575941477342001,720575941477342001,NA,0,10222,0.26
SMP429,720575941536707866,720575941536707866,720575940637328247,0.49,NA,0
AN10B037,720575941604639934,720575941604639934,NA,0,14724,0.67
PVLP107,720575941477438494,720575941477438494,720575940637321646,0.57,NA,0
CB0357,720575941588531255,720575941588531255,720575940629812602,0.51,NA,0
CB2350,720575941593008168,720575941593008168,720575940612424232,0.49,NA,0
CB2390,720575941613014291,720575941613014291,720575940617375883,0.53,NA,0
CB2627,720575941491579852,720575941491579852,720575940628782869,0.41,NA,0
AN07B063,720575941530171268,720575941549558388,720575940617446449,0.5,22038,0.52
ER3a_b,720575941577519953,720575941577519953,720575940639426293,0.63,NA,0
MNxm03,720575941535119809,720575941535119809,NA,0,16167,0.63
LAL048,720575941586612446,720575941586612446,720575940612970536,0.6,NA,0
PSn_u,720575941569529458,720575941569529458,NA,0,10958,0.56
IN17A079,720575941571168756,720575941519481710,NA,0,14955,0.47
tibia_extensor_FETi,720575941468687581,720575941468687581,NA,0,10737,0.58
AN_GNG_165,720575941401738787,720575941401738787,720575940632512703,0.51,NA,0.37
tibia_extensor_SETi,720575941497863497,720575941497863497,NA,0,11115,0.53
SIP076,720575941668553971,720575941668553971,720575940630732414,0.53,NA,0
FB6A,720575941596900465,720575941614393107,720575940632732985,0.59,NA,0
CB2656,720575941620011903,720575941620011903,720575940619493511,0.42,NA,0
FB7A,720575941479852227,720575941479852227,720575940617047297,0.56,NA,0
trochanter_extensor,720575941687653238,720575941687653238,NA,0,13904,0.55
SMP426,720575941555365377,720575941555365377,720575940619173104,0.53,NA,0
CB2357,720575941575766792,720575941493961904,720575940624477246,0.39,NA,0
CB2995,720575941528675204,720575941528675204,720575940628404535,0.41,NA,0
CB1159,720575941505557042,720575941505934245,720575940634759348,0.48,NA,0
FS4A,720575941529415864,720575941529415864,720575940624326704,0.45,NA,0
CB1394_b,720575941409796523,720575941409796523,720575940628247945,0.53,NA,0
CB1374,720575941606876269,720575941606876269,720575940633220492,0.41,NA,0
WED102,720575941533354418,720575941533354418,720575940632424779,0.43,NA,0
CB1753,720575941404819312,720575941404819312,720575940635777893,0.43,NA,0
AVLP548_b,720575941537129443,720575941537129443,720575940607621131,0.49,NA,0
vDeltaL,720575941460072147,720575941460072147,720575940632059673,0.58,NA,0
IB038,720575941497766818,720575941497766818,720575940621978117,0.52,NA,0
SMP018,720575941565130642,720575941441435839,720575940637478077,0.57,NA,0
CB1012,720575941543931677,720575941450001589,720575940611839155,0.51,NA,0
vDelta,720575941534172291,720575941460824275,720575940618624239,0.55,NA,0
vDeltaD,720575941477410922,720575941477410922,720575940618437979,0.62,NA,0
vDeltaB,720575941453810739,720575941453810739,720575940616324386,0.63,NA,0
FS2,720575941482491322,720575941482491322,720575940635119758,0.55,NA,0
CL182,720575941575419062,720575941575419062,720575940647957044,0.45,NA,0
CB2343,720575941466300246,720575941466300246,720575940638846269,0.41,NA,0
CB1893,720575941601885942,720575941601885942,720575940624885250,0.53,NA,0
vDeltaE,720575941732783915,720575941732783915,720575940627826448,0.6,NA,0
FC2B,720575941529446840,720575941529446840,720575940622943731,0.59,NA,0
CB2982,720575941569710842,720575941569710842,720575940620589296,0.51,NA,0
FS4A,720575941525873689,720575941525873689,720575940631589919,0.59,NA,0
PFNa,720575941505744444,720575941505744444,720575940626781522,0.6,NA,0
vDeltaK,720575941572290568,720575941572290568,720575940623474412,0.55,NA,0
vDeltaK,720575941577928273,720575941577928273,720575940614012134,0.59,NA,0
CL182,720575941555539876,720575941555539876,720575940647957044,0.56,NA,0
SMP448,720575941441085647,720575941441085647,720575940620919905,0.49,NA,0
FB4L,720575941496177790,720575941548393761,720575940619104027,0.48,NA,0
PFNp_b,720575941572026782,720575941572026782,720575940630758014,0.64,NA,0
CL196b,720575941450045877,720575941450045877,720575940627634673,0.5,NA,0
vDeltaA_b,720575941608671341,720575941613595545,720575940612234467,0.6,NA,0
CB3050,720575941504690263,720575941482648006,720575940614467053,0.46,NA,0
FB6L,720575941570758132,720575941541652572,720575940651558646,0.35,NA,0
vDeltaA_b,720575941520153783,720575941520153783,720575940639812304,0.51,NA,0
CB2343,720575941642908024,720575941642908024,720575940638846269,0.45,NA,0
vDeltaI,720575941686532620,720575941686532620,720575940614837222,0.62,NA,0
CB3136,720575941652148757,720575941652148757,720575940615524519,0.53,NA,0
CB1731,720575941516084314,720575941516084314,720575940643918103,0.5,NA,0
vDeltaK,720575941584220550,720575941584220550,720575940654122657,0.59,NA,0
CB1379,720575941569678330,720575941569678330,720575940627517442,0.62,NA,0
CL196b,720575941564810496,720575941564810496,720575940616739485,0.47,NA,0
FS1A,720575941574363145,720575941574363145,720575940606776585,0.56,NA,0
FC3,720575941516268378,720575941516268378,720575940604065470,0.65,NA,0
SMP406,720575941477061425,720575941477061425,720575940619596015,0.55,NA,0
PFNp_d,720575941391163140,720575941391163140,720575940623194632,0.62,NA,0
CL182,720575941517291692,720575941517291692,720575940647957044,0.53,NA,0
CB2721,720575941566184290,720575941438661394,720575940628455996,0.54,NA,0
vDeltaG,720575941494383047,720575941494383047,720575940627269562,0.65,NA,0
CB1810,720575941595037553,720575941595037553,720575940621367944,0.35,NA,0
CB1055,720575941547457897,720575941518469336,720575940624126768,0.35,NA,0
CB2844,720575941552677950,720575941552677950,720575940611549363,0.64,NA,0
PS094b,720575941510800850,720575941510800850,720575940614503099,0.51,NA,0
CB1055,720575941511563218,720575941511563218,720575940627173834,0.36,NA,0
"WED080,WED083,WED084,WED087",720575941595118449,720575941595118449,720575940623956682,0.46,NA,0
CB1056,720575941560651379,720575941560651379,720575940624401968,0.24,NA,0
FB8D,720575941544136477,720575941654665945,720575940630736170,0.51,NA,0
SIP065,720575941544137245,720575941566409782,720575940627926215,0.5,NA,0
vDelta,720575941352611888,720575941352611888,720575940619586676,0.48,NA,0
CB1051,720575941471412599,720575941471412599,720575940614385123,0.61,NA,0
ER1_b,720575941608920173,720575941504045989,720575940628907607,0.64,NA,0
CB3567,720575941514896131,720575941514896131,720575940625391880,0.46,NA,0
ER1_a,720575941501667159,720575941501667159,720575940615444882,0.7,NA,0
LAL030a,720575941552169215,720575941552169215,720575940635404724,0.42,NA,0
CB0661,720575941550206580,720575941550206580,720575940625298276,0.49,NA,0
LAL030a,720575941437649708,720575941437649708,720575940635404724,0.44,NA,0
v2LN5,720575941440546645,720575941440546645,720575940617175965,0.55,NA,0
PAM06,720575941584891526,720575941584891526,720575940660053121,0.44,NA,0
CB1366,720575941393989124,720575941491376590,720575940630664556,0.52,NA,0
CB1721,720575941646270408,720575941592999464,720575940630470518,0.44,NA,0
CRE020,720575941626994122,720575941467773462,720575940639143256,0.63,NA,0
CB1721,720575941452166266,720575941452166266,720575940630470518,0.46,NA,0
LAL030a,720575941492920807,720575941555144275,720575940635404724,0.42,NA,0
WED002a,720575941516943763,720575941516943763,720575940626189328,0.55,NA,0
WED002c,720575941534967986,720575941534967986,720575940643324196,0.52,NA,0
LAL037,720575941477040689,720575941477040689,720575940626737937,0.51,NA,0
LAL034,720575941502618050,720575941502618050,720575940622668031,0.42,NA,0
CRE016,720575941630993093,720575941630993093,720575940631189295,0.4,NA,0
LAL031,720575941458653855,720575941458653855,720575940625786493,0.48,NA,0
IB068,720575941433324046,720575941433324046,720575940620711384,0.53,NA,0
SLP003,720575941474948704,720575941645678024,720575940623050334,0.55,NA,0
LHAD1f3a,720575941589451831,720575941589451831,720575940631396675,0.44,NA,0
CB2881,720575941504975851,720575941471252032,720575940626027964,0.49,NA,0
CB2190,720575941541736573,720575941561270952,720575940620131742,0.61,NA,0
CB3112,720575941431370415,720575941431370415,720575940626889765,0.6,NA,0
"WED034,WED035",720575941555499521,720575941555499521,720575940633838943,0.54,NA,0
CL030,720575941722542906,720575941722542906,720575940632777261,0.47,NA,0
PLP046b,720575941632989637,720575941632989637,720575940618959576,0.44,NA,0
vDeltaL,720575941572411899,720575941572411899,720575940633656255,0.66,NA,0
DM2_lPN,720575941432132961,720575941432132961,720575940638633535,0.52,NA,0
VA4_lPN,720575941607866477,720575941607866477,720575940617668747,0.54,NA,0
M_lvPNm46,720575941400930851,720575941400930851,720575940640883363,0.53,NA,0
CB3656,720575941401981475,720575941401981475,720575940643337508,0.49,NA,0
CB2761,720575941534463410,720575941534463410,720575940615152011,0.51,NA,0
CB0491,720575941475745851,720575941475745851,720575940615063592,0.55,NA,0
CB3111,720575941595085270,720575941595085270,720575940627069796,0.49,NA,0
VL2p_vPN,720575941409462702,720575941604241398,720575940608341806,0.58,NA,0
DL2d_vPN,720575941439646175,720575941439646175,720575940623922869,0.59,NA,0
CB0540,720575941524360183,720575941526941698,720575940629204674,0.51,NA,0
CB2209,720575941474888478,720575941474888478,720575940626132519,0.42,NA,0
CB1321,720575941496971136,720575941496971136,720575940633552028,0.58,NA,0
