neuron1	neuron2	score
720575941551600895	720575940615472477	0.750647
720575941526890084	720575940619928429	0.730011
720575941570124532	720575940605421442	0.797559
720575941644417912	720575940621856033	0.75645
720575941633754299	720575940624392328	0.710495
720575941537754600	720575940605421442	0.799007
720575941517044590	720575940605421442	0.789608
720575941574450427	720575940628734376	0.697309
720575941504652994	720575940627187477	0.735706
720575941574285725	720575940631656147	0.707124
720575941503072599	720575940625413395	0.789004
720575941496929408	720575940626495109	0.72406
720575941633637307	720575940619766869	0.712652
720575941654389721	720575940609011268	0.736362
720575941629904678	720575940628181520	0.741081
720575941471575819	720575940629199619	0.742953
720575941500030626	720575940615770229	0.701445
720575941578696281	720575940614296844	0.761807
720575941576797288	720575940632000685	0.718232
720575941469749725	720575940612063602	0.71931
720575941605154494	720575940612063602	0.705877
720575941591487884	720575940622995082	0.696547
720575941544879796	720575940621022046	0.720188
720575941630339298	720575940642949576	0.702086
720575941516043001	720575940631071559	0.723343
720575941462748560	720575940623785983	0.715025
720575941586697950	720575940627188410	0.789604
720575941578621785	720575940614714262	0.708777
720575941565323783	720575940637676870	0.74553
720575941466188566	720575940624860599	0.741231
720575941703406298	720575940622569001	0.717005
720575941553465939	720575940642634532	0.7043
720575941471851072	720575940638723133	0.737471
720575941431262895	720575940614245526	0.706451
720575941483922429	720575940629922934	0.711455
720575941560228879	720575940607725321	0.711081
720575941645096056	720575940624126768	0.757035
720575941445527572	720575940627086594	0.697061
720575941414534172	720575940606855881	0.736561
720575941538865277	720575940621587396	0.737837
720575941565717399	720575940630019407	0.751432
720575941488822732	720575940613701791	0.761128
720575941685913356	720575940644658542	0.705377
720575941585935494	720575940624082788	0.404908
720575941460298707	720575940632512703	0.451019
720575941483744442	720575940632516879	0.72406
720575941438615852	720575940623582133	0.709435
720575941532484581	720575940627697664	0.403214
720575941535209906	720575940631288915	0.753199
720575941483854845	720575940642876320	0.720666
720575941625680778	720575940613167007	0.724557
720575941452183418	720575940635933119	0.747763
720575941584633439	720575940627949929	0.767286
720575941489953993	720575940629300736	0.751871
720575941526886500	720575940611022515	0.734625
720575941503741890	720575940630828485	0.744343
720575941531520971	720575940641238400	0.805247
720575941565391202	720575940627244986	0.77615
720575941481047459	720575940605948076	0.719541
720575941461992388	720575940627680516	0.732377
720575941477501748	720575940613167007	0.712872
720575941652215829	720575940627680516	0.736594
720575941524438091	720575940629242428	0.703203
720575941560124175	720575940621256212	0.753697
720575941688819980	720575940619928429	0.724134
720575941555746643	720575940609551826	0.789575
720575941640668191	720575940611675634	0.713163
720575941594595621	720575940620551259	0.744732
720575941611404874	720575940620437339	0.731476
720575941414082452	720575940639094589	0.756548
720575941492829104	720575940627772009	0.744734
720575941571997342	720575940614009827	0.79027
720575941626087579	720575940623083046	0.760355
720575941547487924	720575940627772009	0.745088
720575941644699848	720575940619928429	0.737947
720575941639413109	720575940612433614	0.776205
720575941633420704	720575940619251416	0.738367
720575941687823990	720575940630892631	0.712956
720575941452423495	720575940625338249	0.719687
720575941491994343	720575940632192676	0.72967
720575941500039074	720575940625673708	0.707356
720575941568397614	720575940625087159	0.715253
720575941408844847	720575940612488142	0.725352
720575941515945219	720575940635271822	0.733992
720575941556568484	720575940626601745	0.812211
720575941598466972	720575940619251416	0.700828
720575941687105263	720575940621202701	0.798189
720575941643655525	720575940616079035	0.707706
720575941513846604	720575940615376863	0.724344
720575941557416356	720575940630660183	0.72806
720575941535082433	720575940631730349	0.691796
720575941669635505	720575940642615515	0.744974
720575941431145353	720575940610228186	0.779179
720575941566608231	720575940630816207	0.649651
720575941574382587	720575940615077482	0.729141
720575941452959559	720575940634042012	0.772535
720575941514158915	720575940628933419	0.732017
720575941463617805	720575940633816857	0.719556
720575941576338102	720575940626466332	0.713658
720575941504993047	720575940640643536	0.711124
720575941624123500	720575940609133507	0.706981
720575941431385519	720575940630727675	0.768454
720575941439508309	720575940645635636	0.734885
720575941537009813	720575940610694067	0.775282
720575941497427425	720575940628247945	0.766409
720575941649569301	720575940621117684	0.754135
720575941477634922	720575940621159181	0.734771
720575941487186384	720575940635276144	0.762821
720575941520379319	720575940609739733	0.75979
720575941462925837	720575940614841666	0.738536
720575941407385391	720575940624988304	0.722659
720575941402782576	720575940611547098	0.794899
720575941540773405	720575940615988710	0.76075
720575941644133537	720575940628029634	0.709076
720575941594446629	720575940618576286	0.779095
720575941645240993	720575940619522974	0.705703
720575941518383532	720575940641591248	0.713163
720575941430437880	720575940624320318	0.703052
720575941495670400	720575940636561332	0.752804
720575941612256220	720575940626063944	0.745519
720575941519545048	720575940625851523	0.743244
720575941557813107	720575940609019512	0.719842
720575941593461361	720575940636969182	0.700147
720575941590484776	720575940616580379	0.720486
720575941505736994	720575940628695034	0.746683
720575941483979842	720575940638850512	0.724864
720575941406014511	720575940616586077	0.755907
720575941486219149	720575940616262261	0.75676
720575941393212310	720575940630265401	0.78229
720575941502109634	720575940623499957	0.762645
720575941474600753	720575940623280457	0.70304
720575941667975155	720575940606958859	0.786391
720575941524279810	720575940638840036	0.780464
720575941592868133	720575940613440479	0.774584
720575941594189675	720575940626741552	0.70927
720575941490951884	720575940622374783	0.745137
720575941537823208	720575940633848312	0.717916
720575941604176630	720575940628278654	0.776384
720575941629766950	720575940623488551	0.781375
720575941495247230	720575940622235969	0.733863
720575941534663146	720575940631228227	0.800255
720575941687843702	720575940607567881	0.788273
720575941574119862	720575940626646790	0.756047
720575941481657530	720575940608064707	0.758622
720575941550552894	720575940635530359	0.711646
720575941613113052	720575940620358012	0.810376
720575941517550958	720575940623586964	0.75584
720575941448036628	720575940630655007	0.783744
720575941526937346	720575940623175861	0.743837
720575941562412456	720575940624863516	0.726034
720575941455671021	720575940626646790	0.735703
720575941688802934	720575940611415449	0.72379
720575941685968396	720575940621343764	0.726063
720575941577210193	720575940627935610	0.71432
720575941483737786	720575940607567881	0.783772
720575941459272863	720575940636313701	0.707685
720575941572224413	720575940629786103	0.746272
720575941445493012	720575940627086595	0.773133
720575941565540910	720575940629786103	0.709821
720575941598177065	720575940624988304	0.738352
720575941552997715	720575940633368171	0.724217
720575941609602221	720575940609019512	0.711772
720575941414121500	720575940628866809	0.697755
720575941483768250	720575940630658627	0.786316
720575941585597406	720575940621296006	0.797986
720575941551613211	720575940636994111	0.701753
720575941653607697	720575940629497935	0.754064
720575941526399076	720575940608064707	0.78715
720575941535977994	720575940625851523	0.736685
720575941522186231	720575940615183755	0.69644
720575941678733757	720575940622406260	0.729042
720575941547561588	720575940642634532	0.709988
720575941478569066	720575940626063944	0.755244
720575941601542902	720575940613440479	0.744952
720575941406036527	720575940613685418	0.736319
720575941580155637	720575940617569931	0.735354
720575941475020084	720575940607287305	0.709624
720575941617734101	720575940629067163	0.705755
720575941496511969	720575940617497211	0.819682
720575941527954342	720575940616580379	0.731369
720575941462275597	720575940626763688	0.706421
720575941686293366	720575940628695034	0.741308
720575941576625768	720575940626351256	0.706828
720575941580022773	720575940631347596	0.7092
720575941557479588	720575940618571200	0.719703
720575941503669227	720575940612888231	0.747824
720575941662871420	720575940621765313	0.720442
720575941598964416	720575940628695056	0.71551
720575941613373404	720575940635461550	0.719274
720575941630789100	720575940615374731	0.753261
720575941441918811	720575940622789885	0.711009
720575941539311602	720575940619290465	0.748634
720575941655207897	720575940629446138	0.725147
720575941603868601	720575940623917287	0.743451
720575941482603773	720575940618675803	0.761187
720575941413035631	720575940626469519	0.780168
720575941516822700	720575940616543745	0.712542
720575941489777639	720575940650870774	0.718539
720575941615477913	720575940623857300	0.701988
720575941624208778	720575940625413763	0.766034
720575941494544510	720575940623840136	0.761567
720575941574122934	720575940639622272	0.753206
720575941645600456	720575940624331016	0.724494
720575941679092925	720575940627228328	0.712291
720575941565266183	720575940617261908	0.772117
720575941619468927	720575940640873891	0.783753
720575941576830056	720575940606461216	0.695267
720575941563051527	720575940631257647	0.701361
720575941626042570	720575940618081681	0.719728
720575941650397205	720575940636650985	0.802612
720575941563489448	720575940626151964	0.73218
720575941469975261	720575940613845516	0.767875
720575941552180223	720575940635839679	0.754602
720575941662469944	720575940626985219	0.70879
720575941502516530	720575940621797108	0.712005
720575941482358726	720575940614640031	0.76188
720575941564424290	720575940610290162	0.725202
720575941592922219	720575940607597660	0.726036
720575941462830736	720575940628761160	0.736737
720575941482354115	720575940613992657	0.701865
720575941589972734	720575940613256086	0.753808
720575941617765333	720575940622473608	0.725802
720575941477311774	720575940618675803	0.733615
720575941475574587	720575940611773138	0.724925
720575941569391098	720575940623840136	0.758906
720575941516173402	720575940607590236	0.713407
720575941399546403	720575940610304610	0.708727
720575941564625815	720575940638124656	0.711979
720575941448541109	720575940631257647	0.701439
720575941408678830	720575940622095228	0.731027
720575941435860012	720575940626371898	0.732779
720575941556435684	720575940631243279	0.707199
720575941504100146	720575940609105859	0.715253
720575941432979086	720575940611091780	0.740027
720575941491211470	720575940621656816	0.718038
720575941459145286	720575940621458556	0.706812
720575941444669610	720575940624573671	0.740237
720575941586229894	720575940617416256	0.719798
720575941498747554	720575940617784118	0.707605
720575941476060702	720575940604125886	0.803223
720575941524337410	720575940611250650	0.760737
720575941514845283	720575940624345796	0.753972
720575941516919000	720575940616632249	0.795074
720575941496056007	720575940631116815	0.734904
720575941642899361	720575940620000054	0.79648
720575941456032493	720575940603792352	0.730246
720575941448083988	720575940610625378	0.788519
720575941534614506	720575940638045929	0.709376
720575941441837915	720575940628197894	0.742868
720575941465284886	720575940624850434	0.714899
720575941523256823	720575940623741795	0.776315
720575941539130098	720575940640272629	0.767193
720575941639506805	720575940635196334	0.766521
720575941486770950	720575940630506358	0.720938
720575941447078420	720575940637587422	0.74616
720575941503297771	720575940627981800	0.729888
720575941573443144	720575940631944493	0.786602
720575941643650661	720575940614291980	0.786409
720575941499153058	720575940611250650	0.770052
720575941553621275	720575940623023287	0.736295
720575941564578048	720575940629497935	0.766478
720575941473377595	720575940623741795	0.765575
720575941462728848	720575940612491929	0.724867
720575941431283081	720575940636651512	0.764192
720575941514039372	720575940629498684	0.708573
720575941620219263	720575940622770410	0.724324
720575941522642167	720575940625629159	0.767153
720575941441677403	720575940627899900	0.687136
720575941623605868	720575940650870774	0.69817
720575941722115642	720575940627916410	0.730584
720575941465992470	720575940640873891	0.771878
720575941559770995	720575940622140109	0.751439
720575941536032705	720575940638328765	0.692297
720575941563499830	720575940617828731	0.721605
720575941442219215	720575940623294955	0.714254
720575941562783378	720575940632427595	0.791846
720575941482376134	720575940618956829	0.741025
720575941659046992	720575940618884299	0.72117
720575941481334351	720575940636650985	0.76572
720575941463847181	720575940621887841	0.783289
720575941503824805	720575940610137969	0.761826
720575941554755923	720575940611852072	0.762629
720575941633790139	720575940621114177	0.723626
720575941527970470	720575940637800676	0.718266
720575941611453514	720575940619473624	0.698112
720575941402096931	720575940632723660	0.746708
720575941582051679	720575940629786103	0.748884
720575941495710407	720575940622569001	0.692738
720575941558308467	720575940607567881	0.741419
720575941413896340	720575940630655007	0.761269
720575941581880441	720575940637314906	0.716616
720575941503644247	720575940619648116	0.705738
720575941580322897	720575940627288506	0.787292
720575941477193521	720575940625551716	0.706722
720575941613893084	720575940612028182	0.752458
720575941619186047	720575940615400594	0.745217
720575941430271407	720575940611555251	0.776295
720575941517020014	720575940609019512	0.746383
720575941547497652	720575940625768721	0.753043
720575941703320794	720575940635733726	0.768775
720575941408698798	720575940622022071	0.75403
720575941596021660	720575940622422507	0.707395
720575941562685447	720575940608068035	0.736917
720575941489271527	720575940607227228	0.736824
720575941533465537	720575940616764731	0.70596
720575941572711752	720575940640547928	0.781027
720575941459247300	720575940609019512	0.729007
720575941586682590	720575940630041206	0.744119
720575941506958908	720575940629450622	0.768867
720575941392907268	720575940632190412	0.731952
720575941499112161	720575940618601024	0.788825
720575941502558187	720575940620096238	0.699215
720575941560816173	720575940623780583	0.749255
720575941572074398	720575940630530575	0.769478
720575941399879971	720575940649153657	0.706433
720575941474057056	720575940626964136	0.754991
720575941554658970	720575940627141509	0.741106
720575941461964996	720575940632091300	0.761035
720575941643821176	720575940610137969	0.742866
720575941609520105	720575940630979748	0.733321
720575941594617895	720575940612077938	0.729598
720575941480477920	720575940627980955	0.722821
720575941439440959	720575940630151835	0.804489
720575941620098431	720575940622186376	0.717117
720575941586578244	720575940623938311	0.727426
720575941531416011	720575940621159181	0.697087
720575941569356276	720575940618489108	0.75722
720575941554253139	720575940622251411	0.710137
720575941613714908	720575940635120247	0.772489
720575941482938298	720575940607527381	0.716328
720575941546462644	720575940651255030	0.71401
720575941534028570	720575940623020263	0.707323
720575941581882489	720575940624890296	0.714931
720575941590551080	720575940622251411	0.712602
720575941518631790	720575940628247945	0.740978
720575941553774471	720575940632704104	0.779706
720575941537777123	720575940613959180	0.733297
720575941516171866	720575940621259107	0.779545
720575941513121356	720575940620000054	0.818748
720575941731235371	720575940614378143	0.757507
720575941526964068	720575940639758909	0.751251
720575941472169792	720575940613959180	0.726814
720575941510854672	720575940620000054	0.830798
720575941628309305	720575940618482598	0.777319
720575941615338905	720575940633788768	0.726547
720575941442084047	720575940624902729	0.715476
720575941502094827	720575940619670352	0.717501
720575941516283641	720575940632692124	0.776655
720575941467002198	720575940629167042	0.739987
720575941626173578	720575940645739044	0.712184
720575941655235033	720575940633589855	0.737009
720575941471296375	720575940614856607	0.727557
720575941564643175	720575940635795166	0.757975
720575941595752581	720575940609598418	0.824719
720575941688093167	720575940629428695	0.713127
720575941481683197	720575940619762880	0.729882
720575941391857814	720575940627008345	0.702045
720575941596358021	720575940617804171	0.760629
720575941553143067	720575940627704263	0.762119
720575941633844923	720575940621458556	0.726629
720575941467819030	720575940624023480	0.698665
720575941453400489	720575940638285696	0.76244
720575941479867522	720575940620856758	0.751725
720575941553191559	720575940630063575	0.760646
720575941526876162	720575940633589855	0.740277
720575941448649653	720575940613211955	0.761587
720575941628266297	720575940625084291	0.732609
720575941456897773	720575940606722150	0.788641
720575941557932815	720575940624093884	0.756522
720575941505738149	720575940620156795	0.727755
720575941547974260	720575940624093884	0.7179
720575941549600801	720575940622627466	0.741714
720575941548284040	720575940637274852	0.702362
720575941688629516	720575940625051319	0.720324
720575941573611848	720575940619141405	0.745503
720575941416310300	720575940618576286	0.764674
720575941723524410	720575940616856645	0.721116
720575941476701492	720575940622334699	0.72601
720575941433351182	720575940623020263	0.718578
720575941437217324	720575940618489108	0.745913
720575941628108345	720575940632803795	0.716886
720575941617752533	720575940625800852	0.78681
720575941497611131	720575940627731337	0.724583
720575941543840361	720575940637569139	0.747048
720575941435545998	720575940603932448	0.693092
720575941430544376	720575940627913436	0.717056
720575941567044455	720575940625968115	0.717426
720575941732729387	720575940633091788	0.746425
720575941563566504	720575940609077828	0.732288
720575941489812277	720575940616886301	0.663886
720575941596462213	720575940617784118	0.698962
720575941514248595	720575940633791571	0.75343
720575941562120616	720575940643638807	0.704014
720575941549196148	720575940628249082	0.777349
720575941449458810	720575940610137969	0.740922
720575941552261274	720575940618576286	0.792681
720575941503441751	720575940629987587	0.739414
720575941472163136	720575940621296006	0.743018
720575941560352627	720575940609598418	0.783004
720575941524428802	720575940626216177	0.754268
720575941503951410	720575940617804171	0.773075
720575941497761442	720575940618523585	0.754278
720575941596426140	720575940644658542	0.696434
720575941583493471	720575940622309325	0.7255
720575941572134651	720575940630434430	0.76894
720575941583986054	720575940632424779	0.781741
720575941452966471	720575940631228227	0.793999
720575941547507124	720575940619911509	0.735544
720575941430593417	720575940625629159	0.815013
720575941502799959	720575940618489108	0.760568
720575941616476373	720575940622514695	0.765152
720575941617891541	720575940626248250	0.725818
720575941518455256	720575940603441632	0.743138
720575941689891291	720575940604201830	0.72986
720575941411463339	720575940632295751	0.718456
720575941503790059	720575940611811704	0.739244
720575941414598548	720575940632424779	0.752456
720575941431404536	720575940631700731	0.717746
720575941393623958	720575940636651512	0.75785
720575941524339277	720575940607227228	0.712186
720575941681203645	720575940629593585	0.73607
720575941427829332	720575940623409927	0.713854
720575941506085214	720575940616586077	0.704315
720575941521004471	720575940628695034	0.740976
720575941483048646	720575940625392650	0.717957
720575941670180529	720575940620597936	0.737905
720575941565634606	720575940634647732	0.719733
720575941641248869	720575940627426919	0.733946
720575941720779066	720575940616267348	0.782606
720575941473017659	720575940631698861	0.728574
720575941503934885	720575940613124714	0.754104
720575941589481527	720575940612936154	0.726057
720575941626523274	720575940618013086	0.762328
720575941545027764	720575940610810482	0.748388
720575941542465309	720575940610810482	0.752012
720575941503969189	720575940643544224	0.723855
720575941526239001	720575940623540813	0.761816
720575941526413314	720575940609261922	0.743942
720575941603211254	720575940628088823	0.759971
720575941595526695	720575940631944493	0.804578
720575941494829255	720575940607013897	0.755252
720575941567303930	720575940613124714	0.738363
720575941620224639	720575940631938371	0.73114
720575941533879474	720575940622994151	0.729799
720575941629924134	720575940629401674	0.764056
720575941536197642	720575940636696286	0.729251
720575941412083567	720575940613866390	0.729788
720575941431289007	720575940635839679	0.722687
720575941550164029	720575940607013897	0.75959
720575941521635063	720575940621388947	0.784016
720575941430637705	720575940622617748	0.777071
720575941573427855	720575940623741795	0.775711
720575941476660289	720575940632395420	0.745151
720575941573925263	720575940622810697	0.799149
720575941497182336	720575940610980932	0.708162
720575941510711506	720575940631381212	0.732518
720575941610886061	720575940630898515	0.760726
720575941508733394	720575940618858837	0.696895
720575941496127175	720575940616791782	0.772211
720575941461337357	720575940604709920	0.706631
720575941629973798	720575940617261908	0.753122
720575941568228596	720575940631698861	0.741923
720575941353201712	720575940621589887	0.729704
720575941438927039	720575940630898515	0.78261
720575941643054162	720575940632192075	0.756299
720575941593479281	720575940623498476	0.717905
720575941464459094	720575940619296365	0.716915
720575941631284460	720575940604860873	0.739518
720575941515131747	720575940626391114	0.819447
720575941519085996	720575940610894450	0.696033
720575941632076219	720575940615177099	0.700866
720575941407476527	720575940631698861	0.76001
720575941450913449	720575940643703588	0.704938
720575941401942051	720575940630113531	0.689411
720575941471587424	720575940629468739	0.719143
720575941543022365	720575940612585011	0.739947
720575941433934112	720575940623540813	0.767202
720575941537689832	720575940621814049	0.690882
720575941560019215	720575940620336038	0.761931
720575941391307670	720575940629357074	0.744002
720575941552724286	720575940637765710	0.801077
720575941512888396	720575940620220698	0.767153
720575941628072249	720575940612812950	0.739689
720575941559336493	720575940618704043	0.69509
720575941469483275	720575940627916410	0.704015
720575941523367755	720575940632395420	0.754975
720575941631285996	720575940617236667	0.725897
720575941563518262	720575940617236667	0.722565
720575941540504701	720575940611250650	0.775079
720575941457404742	720575940607837707	0.74671
720575941547469748	720575940633091788	0.747599
720575941638504565	720575940633799787	0.699818
720575941572075784	720575940616103254	0.706888
720575941433449102	720575940629117566	0.784332
720575941591014398	720575940625242314	0.715168
720575941593044520	720575940637661759	0.72101
720575941644359544	720575940604456364	0.701365
720575941596601989	720575940640272629	0.739982
720575941574990237	720575940621875821	0.730859
720575941591737484	720575940624347389	0.743805
720575941497263483	720575940622392299	0.746519
720575941642898808	720575940611250650	0.775273
720575941491600590	720575940629117566	0.769765
720575941591927080	720575940629117566	0.754067
720575941503729899	720575940625962152	0.716247
720575941650034673	720575940614465478	0.701824
720575941624355580	720575940619488621	0.731912
720575941447170836	720575940629207055	0.708581
720575941507577925	720575940637308814	0.728952
720575941565286454	720575940622112353	0.710153
720575941428612527	720575940620764245	0.725851
720575941592812069	720575940620358012	0.762254
720575941577172469	720575940628307706	0.729654
720575941481250813	720575940629842499	0.754597
720575941612329133	720575940631983277	0.73413
720575941619129471	720575940628400773	0.767231
720575941490563276	720575940617113910	0.734236
720575941504613655	720575940627740922	0.703995
720575941686279542	720575940615220802	0.67377
720575941508762066	720575940625485843	0.784131
720575941447705949	720575940629666971	0.792128
720575941658842136	720575940621071536	0.71334
720575941451146106	720575940636772698	0.748453
720575941450690126	720575940621999228	0.71965
720575941591039742	720575940632971545	0.718347
720575941429801135	720575940622368844	0.722578
720575941497529762	720575940623310780	0.721004
720575941526946306	720575940626849030	0.750805
720575941516079450	720575940625106224	0.688009
720575941657488664	720575940613000243	0.730432
720575941519631214	720575940631676155	0.742659
720575941482738618	720575940620118430	0.750971
720575941526939394	720575940612456359	0.730097
720575941491857127	720575940606739634	0.738476
720575941503376983	720575940612488615	0.765192
720575941581855865	720575940625849031	0.726094
720575941437030111	720575940631381037	0.761604
720575941493616327	720575940622707455	0.744002
720575941537792488	720575940633782355	0.72198
720575941562246912	720575940629766649	0.733705
720575941578664793	720575940624011517	0.710357
720575941450748585	720575940643498788	0.751431
720575941645357256	720575940622409196	0.737294
720575941560271086	720575940634866586	0.75007
720575941507275287	720575940640224397	0.758495
720575941527427768	720575940614326782	0.723178
720575941486555277	720575940627523102	0.715912
720575941524584985	720575940629399287	0.742326
720575941516151299	720575940628154562	0.732916
720575941451515770	720575940606739634	0.758721
720575941564565346	720575940625761448	0.729444
720575941670066865	720575940619773008	0.716258
720575941474894122	720575940623773703	0.71175
720575941485713549	720575940609105859	0.706594
720575941490308302	720575940642040973	0.731347
720575941463843341	720575940633014635	0.741503
720575941515844611	720575940629860919	0.74445
720575941515218169	720575940608500316	0.714091
720575941585584606	720575940619939188	0.743872
720575941472020800	720575940624994568	0.748166
720575941441852763	720575940627293457	0.776211
720575941536023784	720575940630640804	0.740456
720575941577514065	720575940621354736	0.710822
720575941690954971	720575940613501337	0.717929
720575941437906962	720575940629766649	0.733728
720575941578964305	720575940624342309	0.736094
720575941611549417	720575940628613223	0.71523
720575941590276919	720575940635055039	0.690163
720575941547460020	720575940631714349	0.719942
720575941506463909	720575940630311528	0.752685
720575941595697541	720575940626812218	0.709446
720575941512606028	720575940634657632	0.722383
720575941515798019	720575940619291083	0.742883
720575941435917344	720575940624040743	0.748544
720575941515890787	720575940643972631	0.71872
720575941411248811	720575940625927868	0.721511
720575941511518674	720575940628102652	0.70944
720575941439739359	720575940620982437	0.69936
720575941531569355	720575940635209323	0.730806
720575941458677971	720575940624580390	0.799628
720575941450434397	720575940633198284	0.720559
720575941475132993	720575940617097684	0.707435
720575941480939171	720575940628209152	0.746012
720575941655070425	720575940627418387	0.72703
720575941486595906	720575940625449554	0.738238
720575941668573683	720575940631222844	0.704159
720575941524351332	720575940615076162	0.772333
720575941462601104	720575940614155462	0.764837
720575941513444089	720575940625612474	0.709976
720575941578757457	720575940631381037	0.748495
720575941503691324	720575940622707455	0.733755
720575941661097272	720575940617155558	0.779195
720575941565686375	720575940620203764	0.78992
720575941392577284	720575940632725708	0.717999
720575941621865468	720575940628306114	0.711645
720575941540316189	720575940614155462	0.76748
720575941540316445	720575940614155462	0.776965
720575941495291079	720575940629766649	0.749537
720575941491065008	720575940631924584	0.705458
720575941559065615	720575940626798736	0.703661
720575941571887368	720575940655013025	0.712317
720575941656130840	720575940628209152	0.738859
720575941527575974	720575940626672314	0.736431
720575941439337935	720575940630157643	0.742539
720575941503838629	720575940614155462	0.768027
720575941439791327	720575940607014530	0.714142
720575941578032729	720575940624994568	0.728944
720575941430350328	720575940619986196	0.708458
720575941533660803	720575940625003045	0.764922
720575941503625707	720575940618543956	0.709876
720575941450213754	720575940629312759	0.747475
720575941508165136	720575940635095452	0.700468
720575941507609669	720575940633021084	0.717838
720575941441407167	720575940620972813	0.754939
720575941624119804	720575940621424854	0.734749
720575941439862101	720575940628088823	0.80126
720575941513077059	720575940628088823	0.786278
720575941523002359	720575940621426300	0.707658
720575941480359503	720575940632246546	0.695608
720575941506206814	720575940622840300	0.788254
720575941519359192	720575940635153527	0.721837
720575941475250484	720575940621746154	0.764316
720575941547016124	720575940609183950	0.763624
720575941638242165	720575940622713638	0.73255
720575941532828650	720575940639212632	0.614315
720575941425659476	720575940624135205	0.726631
720575941610072906	720575940630800066	0.73587
720575941503040194	720575940621388947	0.806487
720575941510951378	720575940604860873	0.723351
720575941575103631	720575940659311489	0.696108
720575941452051015	720575940618704043	0.704723
720575941408754350	720575940624602957	0.711506
720575941434907424	720575940619169518	0.718694
720575941525588249	720575940614232543	0.741199
720575941484244486	720575940653093793	0.712028
720575941563899392	720575940619764208	0.747566
720575941534149464	720575940612812950	0.754166
720575941353100336	720575940658101889	0.706489
720575941511309010	720575940634036159	0.721038
720575941511598290	720575940627543171	0.73884
720575941433596192	720575940658101889	0.720036
720575941527437752	720575940622840300	0.73627
720575941537974477	720575940621274211	0.732865
720575941536041226	720575940627807994	0.73385
720575941500888459	720575940626801680	0.725541
720575941543881148	720575940618704043	0.704426
720575941645064312	720575940623290603	0.744897
720575941536199617	720575940623540813	0.78676
720575941478653802	720575940617745821	0.701682
720575941521302963	720575940630631736	0.751304
720575941406137135	720575940638832512	0.707374
720575941527532966	720575940626302982	0.780158
720575941586001630	720575940626726330	0.741783
720575941652660441	720575940628928772	0.797703
720575941448571317	720575940623540557	0.755951
720575941610057133	720575940625824999	0.753706
720575941617815765	720575940636322367	0.754164
720575941532418533	720575940626738565	0.715557
720575941441523647	720575940637320567	0.771117
720575941470879863	720575940610704078	0.757295
720575941591439400	720575940625493604	0.774498
720575941689705435	720575940613005937	0.751325
720575941431087374	720575940621746154	0.800343
720575941512910412	720575940638846848	0.744816
720575941485423938	720575940604065470	0.753983
720575941438528991	720575940625493604	0.749543
720575941565653863	720575940622840300	0.756109
720575941686919151	720575940604064958	0.726976
720575941536161306	720575940619140262	0.732851
720575941552271103	720575940613005937	0.778655
720575941686713462	720575940643259336	0.734607
720575941504352962	720575940619271344	0.772074
720575941564486656	720575940636924479	0.726157
720575941554251291	720575940630558751	0.792737
720575941490906057	720575940628342743	0.845559
720575941549999137	720575940605583136	0.718159
720575941410243439	720575940608918830	0.701075
720575941521330355	720575940612422696	0.729783
720575941565428999	720575940623682195	0.737078
720575941561586733	720575940627159498	0.725593
720575941406022191	720575940632402588	0.709794
720575941554309403	720575940638678616	0.714013
720575941592840997	720575940632246546	0.735495
720575941630464709	720575940615973771	0.716858
720575941532654258	720575940627800606	0.776333
720575941408691115	720575940627162450	0.722187
720575941596730501	720575940631537735	0.724647
720575941353204272	720575940623499957	0.738322
720575941505762082	720575940638832512	0.691493
720575941506374309	720575940612937073	0.735398
720575941518142168	720575940632372141	0.715841
720575941537920995	720575940619140262	0.771883
720575941652756721	720575940615973771	0.717021
720575941457464902	720575940608279747	0.737693
720575941515574362	720575940613374879	0.746951
720575941555024036	720575940634348024	0.718505
720575941558608676	720575940640697808	0.741837
720575941568417582	720575940613579943	0.719331
720575941456921581	720575940616079035	0.707041
720575941516243859	720575940624525043	0.699879
720575941574418171	720575940622368792	0.723673
720575941531696357	720575940625369096	0.695975
720575941560341107	720575940625784153	0.697744
720575941526937858	720575940633556644	0.721276
720575941535135922	720575940614386942	0.730433
720575941536758554	720575940642526756	0.796572
720575941477223217	720575940628283560	0.730602
720575941686371055	720575940622302727	0.824828
720575941595604519	720575940659400577	0.73842
720575941491173838	720575940611372714	0.731021
720575941534973528	720575940613419695	0.714531
720575941595327013	720575940613419695	0.733257
720575941499988642	720575940619337536	0.728403
720575941483960573	720575940627035388	0.745344
720575941558640932	720575940620445062	0.725907
720575941611476141	720575940607461899	0.724177
720575941456925677	720575940619846241	0.713651
720575941723337530	720575940628283560	0.730951
720575941595449383	720575940625032171	0.726068
720575941408848175	720575940622791429	0.74105
720575941535516865	720575940619251416	0.744804
720575941440491349	720575940621252869	0.711779
720575941574356219	720575940610569028	0.699157
720575941548040840	720575940636938212	0.705215
720575941500021387	720575940640205952	0.701477
720575941503139671	720575940606774281	0.725985
720575941526153549	720575940627277498	0.806631
720575941595484709	720575940621851937	0.704276
720575941391990788	720575940605891040	0.76312
720575941497324411	720575940630892631	0.704358
720575941594320753	720575940635675102	0.751931
720575941474364475	720575940628933419	0.706278
720575941591665548	720575940632186276	0.697763
720575941404119920	720575940630892631	0.755272
720575941553699994	720575940625185613	0.758395
720575941482805178	720575940607066123	0.715123
